event_start,event_end,event_type,headline,category
2020-12-10,2020-12-10,crisis,coronavirus texas,Public Health & Disease
2020-12-10,2020-12-10,crisis,italy coronavirus,Public Health & Disease
2020-12-10,2020-12-11,crisis,california coronavirus,Public Health & Disease
2020-12-14,2020-12-15,geopolitics,election results 2020,Politics & Government
2020-12-14,2020-12-14,crisis,italy coronavirus,Public Health & Disease
2020-12-16,2020-12-16,crisis,coronavirus colorado,Public Health & Disease
2020-12-16,2020-12-16,macro,stimulus update,Economy & Finance
2020-12-17,2020-12-30,macro,second stimulus check,Economy & Finance
2020-12-18,2020-12-21,macro,stimulus update,Economy & Finance
2020-12-21,2020-12-21,macro,stimulus check,Economy & Finance
2020-12-21,2020-12-23,macro,stimulus,Economy & Finance
2020-12-21,2020-12-21,crisis,italy coronavirus,Public Health & Disease
2020-12-22,2020-12-22,crisis,coronavirus usa,Public Health & Disease
2020-12-22,2020-12-22,geopolitics,election results 2020,Politics & Government
2020-12-23,2020-12-23,macro,stimulus check,Economy & Finance
2020-12-23,2020-12-23,crisis,italy coronavirus,Public Health & Disease
2020-12-23,2020-12-23,crisis,coronavirus massachusetts,Public Health & Disease
2020-12-23,2020-12-23,geopolitics,trump covid,Politics & Government
2020-12-24,2020-12-24,crisis,coronavirus usa,Public Health & Disease
2020-12-24,2020-12-24,crisis,coronavirus los angeles,Public Health & Disease
2020-12-24,2020-12-28,crisis,hurricane laura,Natural Disasters & Climate
2020-12-28,2020-12-30,geopolitics,trump covid,Politics & Government
2020-12-28,2020-12-31,crisis,coronavirus vaccine,Public Health & Disease
2020-12-29,2020-12-29,macro,stimulus check,Economy & Finance
2020-12-29,2020-12-31,geopolitics,election results 2020,Politics & Government
2020-12-29,2020-12-31,macro,stimulus update,Economy & Finance
2020-12-30,2020-12-30,crisis,hurricane laura,Natural Disasters & Climate
2020-12-30,2020-12-30,crisis,coronavirus colorado,Public Health & Disease
2020-12-30,2020-12-30,crisis,coronavirus india,Public Health & Disease
2021-01-04,2021-01-11,crisis,ted cruz,General / Breaking News
2021-01-04,2021-01-04,crisis,chicago bears,General / Breaking News
2021-01-04,2021-01-04,crisis,washington football team,General / Breaking News
2021-01-04,2021-01-06,crisis,kyle rittenhouse,General / Breaking News
2021-01-04,2021-01-06,crisis,russell wilson,General / Breaking News
2021-01-05,2021-01-05,macro,bitcoin price,Crypto & Digital Assets
2021-01-05,2021-01-05,crisis,marjorie taylor greene,General / Breaking News
2021-01-05,2021-01-05,crisis,vaccine,Public Health & Disease
2021-01-06,2021-01-29,crisis,capitol,General / Breaking News
2021-01-06,2021-01-06,macro,student loan forgiveness,Economy & Finance
2021-01-08,2021-01-08,crisis,tiger woods,General / Breaking News
2021-01-11,2021-01-11,crisis,russell wilson,General / Breaking News
2021-01-12,2021-01-12,crisis,justin fields,General / Breaking News
2021-01-13,2021-01-13,macro,student loan forgiveness,Economy & Finance
2021-01-13,2021-01-13,crisis,ted cruz,General / Breaking News
2021-01-13,2021-01-14,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2021-01-13,2021-01-13,crisis,russell wilson,General / Breaking News
2021-01-14,2021-01-14,crisis,kyle rittenhouse,General / Breaking News
2021-01-14,2021-01-15,macro,bitcoin price,Crypto & Digital Assets
2021-01-14,2021-01-14,crisis,aaron rodgers,General / Breaking News
2021-01-15,2021-01-15,crisis,vaccine,Public Health & Disease
2021-01-20,2021-01-22,crisis,ted cruz,General / Breaking News
2021-01-22,2021-01-22,crisis,atlanta braves,General / Breaking News
2021-01-22,2021-01-22,crisis,vaccine,Public Health & Disease
2021-01-22,2021-01-25,crisis,aaron rodgers,General / Breaking News
2021-01-25,2021-02-12,macro,gamestop,Crypto & Digital Assets
2021-01-26,2021-01-27,crisis,vaccine,Public Health & Disease
2021-01-27,2021-01-27,geopolitics,israel,"War, Geopolitics & Terrorism"
2021-01-27,2021-02-03,macro,amc stock,Economy & Finance
2021-01-28,2021-01-29,crisis,deshaun watson,General / Breaking News
2021-01-28,2021-02-05,crisis,marjorie taylor greene,General / Breaking News
2021-01-29,2021-01-29,crisis,ted cruz,General / Breaking News
2021-01-29,2021-01-29,crisis,vaccine,Public Health & Disease
2021-02-01,2021-02-08,crisis,myanmar,General / Breaking News
2021-02-02,2021-02-02,crisis,vaccine,Public Health & Disease
2021-02-02,2021-02-05,crisis,capitol,General / Breaking News
2021-02-02,2021-02-04,crisis,aaron rodgers,General / Breaking News
2021-02-03,2021-02-05,macro,student loan forgiveness,Economy & Finance
2021-02-04,2021-02-04,crisis,kyle rittenhouse,General / Breaking News
2021-02-05,2021-02-05,crisis,vaccine,Public Health & Disease
2021-02-08,2021-02-08,macro,dogecoin,Crypto & Digital Assets
2021-02-08,2021-02-09,macro,bitcoin price,Crypto & Digital Assets
2021-02-08,2021-02-08,crisis,aaron rodgers,General / Breaking News
2021-02-08,2021-02-09,macro,bitcoin,Crypto & Digital Assets
2021-02-08,2021-02-08,crisis,elon musk,General / Breaking News
2021-02-09,2021-02-10,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2021-02-09,2021-02-16,crisis,capitol,General / Breaking News
2021-02-10,2021-02-12,crisis,ted cruz,General / Breaking News
2021-02-11,2021-02-12,crisis,kyle rittenhouse,General / Breaking News
2021-02-11,2021-02-11,crisis,myanmar,General / Breaking News
2021-02-12,2021-02-12,crisis,britney spears,General / Breaking News
2021-02-12,2021-02-12,crisis,tiger woods,General / Breaking News
2021-02-12,2021-02-12,crisis,russell wilson,General / Breaking News
2021-02-12,2021-02-12,crisis,deshaun watson,General / Breaking News
2021-02-16,2021-02-16,macro,bitcoin,Crypto & Digital Assets
2021-02-17,2021-02-18,macro,student loan forgiveness,Economy & Finance
2021-02-17,2021-02-19,macro,gamestop,Crypto & Digital Assets
2021-02-17,2021-02-17,crisis,vaccine,Public Health & Disease
2021-02-18,2021-02-23,crisis,ted cruz,General / Breaking News
2021-02-23,2021-03-01,crisis,tiger woods,General / Breaking News
2021-02-23,2021-02-23,crisis,knicks,General / Breaking News
2021-02-23,2021-02-23,macro,bitcoin price,Crypto & Digital Assets
2021-02-23,2021-02-23,crisis,aaron rodgers,General / Breaking News
2021-02-24,2021-02-24,crisis,washington football team,General / Breaking News
2021-02-25,2021-02-25,macro,bitcoin price,Crypto & Digital Assets
2021-02-25,2021-02-25,macro,gamestop,Crypto & Digital Assets
2021-02-25,2021-02-26,crisis,deshaun watson,General / Breaking News
2021-02-25,2021-02-26,crisis,marjorie taylor greene,General / Breaking News
2021-02-25,2021-02-26,crisis,russell wilson,General / Breaking News
2021-02-25,2021-03-05,crisis,johnson and johnson vaccine,Public Health & Disease
2021-02-26,2021-03-01,crisis,ted cruz,General / Breaking News
2021-03-02,2021-03-02,macro,gamestop,Crypto & Digital Assets
2021-03-02,2021-03-03,crisis,vaccine,Public Health & Disease
2021-03-03,2021-03-08,crisis,tiger woods,General / Breaking News
2021-03-03,2021-03-03,crisis,russell wilson,General / Breaking News
2021-03-04,2021-03-04,crisis,myanmar,General / Breaking News
2021-03-04,2021-03-04,macro,gamestop,Crypto & Digital Assets
2021-03-08,2021-03-08,crisis,myanmar,General / Breaking News
2021-03-09,2021-03-09,macro,student loan forgiveness,Economy & Finance
2021-03-10,2021-03-12,crisis,johnson and johnson vaccine,Public Health & Disease
2021-03-10,2021-03-12,crisis,vaccine,Public Health & Disease
2021-03-10,2021-03-10,crisis,kyle rittenhouse,General / Breaking News
2021-03-12,2021-03-12,crisis,knicks,General / Breaking News
2021-03-12,2021-03-12,macro,student loan forgiveness,Economy & Finance
2021-03-16,2021-03-16,macro,student loan forgiveness,Economy & Finance
2021-03-17,2021-03-17,crisis,tiger woods,General / Breaking News
2021-03-17,2021-03-24,crisis,deshaun watson,General / Breaking News
2021-03-17,2021-03-17,crisis,johnson and johnson vaccine,Public Health & Disease
2021-03-18,2021-03-18,macro,student loan forgiveness,Economy & Finance
2021-03-23,2021-03-24,macro,gamestop,Crypto & Digital Assets
2021-03-23,2021-03-24,crisis,immigration news,General / Breaking News
2021-03-23,2021-03-24,crisis,ted cruz,General / Breaking News
2021-03-24,2021-03-24,crisis,omicron,Public Health & Disease
2021-03-25,2021-03-25,crisis,johnson and johnson vaccine,Public Health & Disease
2021-03-26,2021-03-26,crisis,immigration news,General / Breaking News
2021-03-29,2021-03-29,crisis,myanmar,General / Breaking News
2021-03-30,2021-03-30,crisis,chicago bears,General / Breaking News
2021-03-30,2021-03-30,crisis,washington football team,General / Breaking News
2021-03-31,2021-04-01,crisis,tiger woods,General / Breaking News
2021-03-31,2021-03-31,crisis,deshaun watson,General / Breaking News
2021-04-05,2021-04-05,crisis,myanmar,General / Breaking News
2021-04-05,2021-04-06,crisis,atlanta braves,General / Breaking News
2021-04-05,2021-04-05,crisis,ethiopia,General / Breaking News
2021-04-05,2021-04-05,macro,gamestop,Crypto & Digital Assets
2021-04-06,2021-04-06,crisis,johnson and johnson vaccine,Public Health & Disease
2021-04-06,2021-04-07,crisis,deshaun watson,General / Breaking News
2021-04-06,2021-04-06,crisis,aaron rodgers,General / Breaking News
2021-04-07,2021-04-13,crisis,tiger woods,General / Breaking News
2021-04-08,2021-04-09,crisis,johnson and johnson vaccine,Public Health & Disease
2021-04-09,2021-04-09,crisis,deshaun watson,General / Breaking News
2021-04-13,2021-04-13,crisis,vaccine,Public Health & Disease
2021-04-13,2021-04-14,crisis,justin fields,General / Breaking News
2021-04-13,2021-04-13,crisis,covid vaccine,Public Health & Disease
2021-04-13,2021-04-19,crisis,johnson and johnson vaccine,Public Health & Disease
2021-04-14,2021-04-15,geopolitics,taliban,"War, Geopolitics & Terrorism"
2021-04-14,2021-04-14,macro,crypto,Crypto & Digital Assets
2021-04-14,2021-04-14,macro,bitcoin price,Crypto & Digital Assets
2021-04-14,2021-04-14,macro,bitcoin,Crypto & Digital Assets
2021-04-15,2021-04-15,geopolitics,afghanistan news,"War, Geopolitics & Terrorism"
2021-04-15,2021-04-15,geopolitics,afghanistan,"War, Geopolitics & Terrorism"
2021-04-15,2021-04-16,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2021-04-19,2021-04-19,crisis,russell wilson,General / Breaking News
2021-04-20,2021-04-20,macro,dogecoin,Crypto & Digital Assets
2021-04-23,2021-04-28,crisis,johnson and johnson vaccine,Public Health & Disease
2021-04-23,2021-04-23,crisis,elon musk,General / Breaking News
2021-04-26,2021-04-30,crisis,justin fields,General / Breaking News
2021-04-26,2021-04-26,macro,student loan forgiveness,Economy & Finance
2021-04-27,2021-04-27,crisis,chicago bears,General / Breaking News
2021-04-28,2021-04-28,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2021-04-29,2021-04-30,crisis,aaron rodgers,General / Breaking News
2021-04-30,2021-04-30,crisis,chicago bears,General / Breaking News
2021-04-30,2021-04-30,geopolitics,israel,"War, Geopolitics & Terrorism"
2021-05-04,2021-05-05,macro,dogecoin,Crypto & Digital Assets
2021-05-04,2021-05-04,crisis,traductor,General / Breaking News
2021-05-07,2021-05-07,macro,student loan forgiveness,Economy & Finance
2021-05-07,2021-05-17,macro,dogecoin,Crypto & Digital Assets
2021-05-10,2021-05-10,crisis,elon musk,General / Breaking News
2021-05-10,2021-05-10,crisis,chicago bears,General / Breaking News
2021-05-11,2021-05-25,geopolitics,israel,"War, Geopolitics & Terrorism"
2021-05-11,2021-05-14,macro,shiba inu coin,Crypto & Digital Assets
2021-05-12,2021-05-13,crisis,omicron,Public Health & Disease
2021-05-13,2021-05-13,crisis,elon musk,General / Breaking News
2021-05-13,2021-05-13,crisis,traductor,General / Breaking News
2021-05-13,2021-05-13,macro,bitcoin price,Crypto & Digital Assets
2021-05-13,2021-05-14,macro,bitcoin,Crypto & Digital Assets
2021-05-13,2021-05-13,crisis,marjorie taylor greene,General / Breaking News
2021-05-13,2021-05-13,crisis,chicago bears,General / Breaking News
2021-05-13,2021-05-13,crisis,russell wilson,General / Breaking News
2021-05-17,2021-05-17,crisis,knicks,General / Breaking News
2021-05-19,2021-05-20,macro,crypto,Crypto & Digital Assets
2021-05-19,2021-05-19,macro,ethereum,Crypto & Digital Assets
2021-05-19,2021-05-24,macro,bitcoin,Crypto & Digital Assets
2021-05-19,2021-05-20,macro,bitcoin price,Crypto & Digital Assets
2021-05-19,2021-05-20,macro,dogecoin,Crypto & Digital Assets
2021-05-21,2021-05-21,crisis,kyle rittenhouse,General / Breaking News
2021-05-24,2021-05-24,macro,shiba inu coin,Crypto & Digital Assets
2021-05-24,2021-05-24,macro,dogecoin,Crypto & Digital Assets
2021-05-24,2021-05-24,macro,crypto,Crypto & Digital Assets
2021-05-24,2021-05-24,crisis,tiger woods,General / Breaking News
2021-05-25,2021-05-26,crisis,marjorie taylor greene,General / Breaking News
2021-05-26,2021-05-28,crisis,knicks,General / Breaking News
2021-05-26,2021-05-28,crisis,tiger woods,General / Breaking News
2021-05-27,2021-06-09,macro,amc stock,Economy & Finance
2021-05-27,2021-05-27,crisis,omicron,Public Health & Disease
2021-06-02,2021-06-02,macro,dogecoin,Crypto & Digital Assets
2021-06-02,2021-06-03,macro,gamestop,Crypto & Digital Assets
2021-06-02,2021-06-02,macro,student loan forgiveness,Economy & Finance
2021-06-03,2021-06-03,crisis,atlanta braves,General / Breaking News
2021-06-04,2021-06-04,crisis,phoenix suns,General / Breaking News
2021-06-07,2021-06-10,macro,bitcoin,Crypto & Digital Assets
2021-06-08,2021-06-08,crisis,immigration news,General / Breaking News
2021-06-08,2021-06-10,geopolitics,afghanistan news,"War, Geopolitics & Terrorism"
2021-06-09,2021-06-09,macro,ethereum,Crypto & Digital Assets
2021-06-09,2021-06-09,macro,dogecoin,Crypto & Digital Assets
2021-06-09,2021-06-10,macro,gamestop,Crypto & Digital Assets
2021-06-09,2021-06-09,crisis,knicks,General / Breaking News
2021-06-09,2021-06-09,crisis,deshaun watson,General / Breaking News
2021-06-09,2021-06-09,crisis,phoenix suns,General / Breaking News
2021-06-14,2021-06-14,crisis,phoenix suns,General / Breaking News
2021-06-14,2021-06-14,geopolitics,israel,"War, Geopolitics & Terrorism"
2021-06-14,2021-06-14,macro,bitcoin price,Crypto & Digital Assets
2021-06-14,2021-06-14,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2021-06-15,2021-06-15,crisis,marjorie taylor greene,General / Breaking News
2021-06-15,2021-06-15,crisis,tiger woods,General / Breaking News
2021-06-16,2021-06-16,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2021-06-16,2021-06-17,crisis,phoenix suns,General / Breaking News
2021-06-17,2021-06-17,macro,student loan forgiveness,Economy & Finance
2021-06-18,2021-06-21,crisis,ethiopia,General / Breaking News
2021-06-18,2021-06-18,crisis,traductor,General / Breaking News
2021-06-22,2021-06-22,crisis,tiger woods,General / Breaking News
2021-06-22,2021-06-22,macro,dogecoin,Crypto & Digital Assets
2021-06-22,2021-06-22,macro,gamestop,Crypto & Digital Assets
2021-06-23,2021-06-25,crisis,phoenix suns,General / Breaking News
2021-06-23,2021-06-23,crisis,omicron,Public Health & Disease
2021-06-23,2021-06-25,crisis,britney spears,General / Breaking News
2021-06-25,2021-06-25,crisis,johnson and johnson vaccine,Public Health & Disease
2021-06-28,2021-06-28,crisis,knicks,General / Breaking News
2021-06-30,2021-07-07,crisis,phoenix suns,General / Breaking News
2021-07-06,2021-07-06,macro,amc stock,Economy & Finance
2021-07-06,2021-07-08,geopolitics,afghanistan news,"War, Geopolitics & Terrorism"
2021-07-07,2021-07-07,crisis,aaron rodgers,General / Breaking News
2021-07-07,2021-07-07,crisis,tiger woods,General / Breaking News
2021-07-09,2021-07-12,crisis,phoenix suns,General / Breaking News
2021-07-12,2021-07-12,crisis,johnson and johnson vaccine,Public Health & Disease
2021-07-14,2021-07-15,crisis,britney spears,General / Breaking News
2021-07-14,2021-07-15,crisis,phoenix suns,General / Breaking News
2021-07-20,2021-07-20,crisis,elon musk,General / Breaking News
2021-07-20,2021-07-20,crisis,marjorie taylor greene,General / Breaking News
2021-07-21,2021-07-22,crisis,phoenix suns,General / Breaking News
2021-07-21,2021-07-21,crisis,traductor,General / Breaking News
2021-07-23,2021-07-23,crisis,marjorie taylor greene,General / Breaking News
2021-07-26,2021-07-29,crisis,aaron rodgers,General / Breaking News
2021-07-27,2021-08-13,crisis,delta variant,Public Health & Disease
2021-07-27,2021-07-27,crisis,atlanta braves,General / Breaking News
2021-07-27,2021-07-27,macro,bitcoin price,Crypto & Digital Assets
2021-07-29,2021-07-29,macro,dogecoin,Crypto & Digital Assets
2021-07-29,2021-07-29,macro,gamestop,Crypto & Digital Assets
2021-07-30,2021-07-30,crisis,immigration news,General / Breaking News
2021-08-04,2021-08-05,crisis,knicks,General / Breaking News
2021-08-10,2021-08-10,macro,amc stock,Economy & Finance
2021-08-11,2021-08-11,crisis,aaron rodgers,General / Breaking News
2021-08-11,2021-08-11,crisis,phoenix suns,General / Breaking News
2021-08-11,2021-08-11,crisis,knicks,General / Breaking News
2021-08-12,2021-09-15,geopolitics,taliban,"War, Geopolitics & Terrorism"
2021-08-12,2021-09-10,geopolitics,afghanistan news,"War, Geopolitics & Terrorism"
2021-08-12,2021-08-12,macro,crypto,Crypto & Digital Assets
2021-08-13,2021-09-22,geopolitics,afghanistan,"War, Geopolitics & Terrorism"
2021-08-16,2021-08-16,macro,cardano,Crypto & Digital Assets
2021-08-16,2021-08-16,macro,ethereum,Crypto & Digital Assets
2021-08-17,2021-08-17,crisis,delta variant,Public Health & Disease
2021-08-18,2021-08-18,macro,cardano,Crypto & Digital Assets
2021-08-19,2021-08-19,crisis,phoenix suns,General / Breaking News
2021-08-19,2021-08-19,macro,student loan forgiveness,Economy & Finance
2021-08-20,2021-08-20,crisis,delta variant,Public Health & Disease
2021-08-20,2021-08-20,crisis,aaron rodgers,General / Breaking News
2021-08-23,2021-08-23,macro,cardano,Crypto & Digital Assets
2021-08-24,2021-08-24,crisis,immigration news,General / Breaking News
2021-08-26,2021-08-26,crisis,traductor,General / Breaking News
2021-08-27,2021-08-27,crisis,delta variant,Public Health & Disease
2021-08-31,2021-08-31,crisis,russell wilson,General / Breaking News
2021-09-03,2021-09-03,crisis,washington football team,General / Breaking News
2021-09-03,2021-09-03,macro,cardano,Crypto & Digital Assets
2021-09-07,2021-09-07,macro,bitcoin,Crypto & Digital Assets
2021-09-08,2021-09-08,crisis,washington football team,General / Breaking News
2021-09-08,2021-09-08,crisis,britney spears,General / Breaking News
2021-09-10,2021-09-10,crisis,vaccine mandate,Public Health & Disease
2021-09-13,2021-09-13,crisis,aaron rodgers,General / Breaking News
2021-09-13,2021-09-13,macro,cardano,Crypto & Digital Assets
2021-09-13,2021-09-13,crisis,chicago bears,General / Breaking News
2021-09-13,2021-09-13,crisis,britney spears,General / Breaking News
2021-09-13,2021-09-14,crisis,justin fields,General / Breaking News
2021-09-13,2021-09-14,crisis,russell wilson,General / Breaking News
2021-09-14,2021-11-02,crisis,gabby petito,General / Breaking News
2021-09-14,2021-11-09,crisis,brian laundrie,General / Breaking News
2021-09-15,2021-09-15,geopolitics,afghanistan news,"War, Geopolitics & Terrorism"
2021-09-15,2021-09-15,crisis,britney spears,General / Breaking News
2021-09-15,2021-09-15,crisis,traductor,General / Breaking News
2021-09-16,2021-09-16,crisis,justin fields,General / Breaking News
2021-09-16,2021-09-16,crisis,chicago bears,General / Breaking News
2021-09-17,2021-09-17,crisis,kyle rittenhouse,General / Breaking News
2021-09-17,2021-09-17,crisis,traductor,General / Breaking News
2021-09-17,2021-09-17,crisis,immigration news,General / Breaking News
2021-09-17,2021-09-22,geopolitics,taliban,"War, Geopolitics & Terrorism"
2021-09-20,2021-09-20,crisis,justin fields,General / Breaking News
2021-09-21,2021-09-22,crisis,ethiopia,General / Breaking News
2021-09-21,2021-09-21,macro,cardano,Crypto & Digital Assets
2021-09-21,2021-09-24,crisis,immigration news,General / Breaking News
2021-09-24,2021-09-24,macro,ethereum,Crypto & Digital Assets
2021-09-27,2021-09-27,crisis,justin fields,General / Breaking News
2021-09-28,2021-09-28,geopolitics,taliban,"War, Geopolitics & Terrorism"
2021-09-28,2021-09-28,macro,bitcoin price,Crypto & Digital Assets
2021-09-29,2021-09-30,crisis,britney spears,General / Breaking News
2021-09-29,2021-09-29,crisis,chicago bears,General / Breaking News
2021-09-29,2021-09-29,crisis,omicron,Public Health & Disease
2021-09-30,2021-09-30,geopolitics,taliban,"War, Geopolitics & Terrorism"
2021-10-04,2021-10-04,crisis,russell wilson,General / Breaking News
2021-10-04,2021-10-04,crisis,justin fields,General / Breaking News
2021-10-05,2021-10-05,crisis,britney spears,General / Breaking News
2021-10-06,2021-10-07,macro,student loan forgiveness,Economy & Finance
2021-10-07,2021-10-08,geopolitics,afghanistan news,"War, Geopolitics & Terrorism"
2021-10-08,2021-10-08,crisis,russell wilson,General / Breaking News
2021-10-08,2021-10-08,crisis,omicron,Public Health & Disease
2021-10-08,2021-10-11,crisis,ted cruz,General / Breaking News
2021-10-11,2021-10-11,crisis,justin fields,General / Breaking News
2021-10-11,2021-10-11,crisis,chicago bears,General / Breaking News
2021-10-12,2021-10-12,crisis,washington football team,General / Breaking News
2021-10-13,2021-10-13,crisis,atlanta braves,General / Breaking News
2021-10-13,2021-10-13,macro,student loan forgiveness,Economy & Finance
2021-10-13,2021-10-13,crisis,elon musk,General / Breaking News
2021-10-14,2021-10-14,macro,shiba inu coin,Crypto & Digital Assets
2021-10-15,2021-10-15,crisis,ethiopia,General / Breaking News
2021-10-15,2021-10-15,macro,cardano,Crypto & Digital Assets
2021-10-18,2021-10-18,crisis,washington football team,General / Breaking News
2021-10-20,2021-10-20,crisis,chicago bears,General / Breaking News
2021-10-20,2021-10-20,crisis,justin fields,General / Breaking News
2021-10-20,2021-10-21,crisis,deshaun watson,General / Breaking News
2021-10-21,2021-10-21,macro,student loan forgiveness,Economy & Finance
2021-10-21,2021-10-21,crisis,tiger woods,General / Breaking News
2021-10-22,2021-10-22,crisis,washington football team,General / Breaking News
2021-10-22,2021-10-25,crisis,justin fields,General / Breaking News
2021-10-22,2021-10-22,crisis,russell wilson,General / Breaking News
2021-10-22,2021-10-22,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2021-10-25,2021-10-25,crisis,traductor,General / Breaking News
2021-10-25,2021-10-25,macro,cardano,Crypto & Digital Assets
2021-10-25,2021-10-26,crisis,chicago bears,General / Breaking News
2021-10-25,2021-11-04,crisis,atlanta braves,General / Breaking News
2021-10-25,2021-10-25,macro,shiba inu coin,Crypto & Digital Assets
2021-10-26,2021-10-26,crisis,russell wilson,General / Breaking News
2021-10-27,2021-11-03,macro,shiba inu coin,Crypto & Digital Assets
2021-10-27,2021-12-02,crisis,kyle rittenhouse,General / Breaking News
2021-11-03,2021-11-03,crisis,aaron rodgers,General / Breaking News
2021-11-03,2021-11-03,crisis,chicago bears,General / Breaking News
2021-11-04,2021-11-05,crisis,phoenix suns,General / Breaking News
2021-11-04,2021-11-09,crisis,gabby petito,General / Breaking News
2021-11-05,2021-11-05,crisis,vaccine mandate,Public Health & Disease
2021-11-05,2021-11-10,crisis,aaron rodgers,General / Breaking News
2021-11-08,2021-11-10,macro,shiba inu coin,Crypto & Digital Assets
2021-11-08,2021-11-08,crisis,atlanta braves,General / Breaking News
2021-11-08,2021-11-08,crisis,elon musk,General / Breaking News
2021-11-09,2021-11-09,crisis,justin fields,General / Breaking News
2021-11-09,2021-11-09,macro,ethereum,Crypto & Digital Assets
2021-11-09,2021-11-09,crisis,chicago bears,General / Breaking News
2021-11-11,2021-11-12,crisis,gabby petito,General / Breaking News
2021-11-11,2021-11-11,crisis,elon musk,General / Breaking News
2021-11-11,2021-11-11,crisis,brian laundrie,General / Breaking News
2021-11-12,2021-11-12,crisis,ethiopia,General / Breaking News
2021-11-15,2021-11-15,crisis,ted cruz,General / Breaking News
2021-11-15,2021-11-15,crisis,atlanta braves,General / Breaking News
2021-11-15,2021-11-15,crisis,russell wilson,General / Breaking News
2021-11-15,2021-11-16,macro,shiba inu coin,Crypto & Digital Assets
2021-11-16,2021-11-18,crisis,gabby petito,General / Breaking News
2021-11-16,2021-11-18,crisis,brian laundrie,General / Breaking News
2021-11-17,2021-11-18,macro,crypto,Crypto & Digital Assets
2021-11-18,2021-11-18,macro,cardano,Crypto & Digital Assets
2021-11-18,2021-11-18,macro,shiba inu coin,Crypto & Digital Assets
2021-11-22,2021-11-22,crisis,russell wilson,General / Breaking News
2021-11-22,2021-11-26,crisis,gabby petito,General / Breaking News
2021-11-23,2021-11-26,crisis,brian laundrie,General / Breaking News
2021-11-26,2021-11-26,macro,shiba inu coin,Crypto & Digital Assets
2021-11-26,2021-12-31,crisis,omicron,Public Health & Disease
2021-11-29,2021-11-30,geopolitics,israel,"War, Geopolitics & Terrorism"
2021-11-30,2021-11-30,crisis,tiger woods,General / Breaking News
2021-11-30,2021-11-30,crisis,russell wilson,General / Breaking News
2021-12-03,2021-12-03,crisis,gabby petito,General / Breaking News
2021-12-06,2021-12-06,crisis,myanmar,General / Breaking News
2021-12-06,2021-12-06,crisis,kyle rittenhouse,General / Breaking News
2021-12-06,2021-12-06,crisis,marjorie taylor greene,General / Breaking News
2021-12-06,2021-12-06,crisis,russell wilson,General / Breaking News
2021-12-07,2021-12-09,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2021-12-07,2021-12-08,macro,student loan forgiveness,Economy & Finance
2021-12-07,2021-12-07,macro,ethereum,Crypto & Digital Assets
2021-12-07,2021-12-08,macro,dogecoin,Crypto & Digital Assets
2021-12-08,2021-12-08,crisis,chicago bears,General / Breaking News
2021-12-08,2021-12-10,crisis,tiger woods,General / Breaking News
2021-12-08,2021-12-08,macro,amc stock,Economy & Finance
2021-12-09,2021-12-09,crisis,gabby petito,General / Breaking News
2021-12-09,2021-12-09,macro,shiba inu coin,Crypto & Digital Assets
2021-12-10,2021-12-10,crisis,brian laundrie,General / Breaking News
2021-12-10,2021-12-13,crisis,russell wilson,General / Breaking News
2021-12-13,2021-12-14,crisis,gabby petito,General / Breaking News
2021-12-13,2021-12-13,crisis,elon musk,General / Breaking News
2021-12-13,2021-12-13,crisis,justin fields,General / Breaking News
2021-12-14,2021-12-15,crisis,knicks,General / Breaking News
2021-12-14,2021-12-14,macro,student loan forgiveness,Economy & Finance
2021-12-17,2021-12-17,crisis,washington football team,General / Breaking News
2021-12-17,2021-12-17,macro,student loan forgiveness,Economy & Finance
2021-12-20,2021-12-20,crisis,tiger woods,General / Breaking News
2021-12-20,2021-12-20,macro,amc stock,Economy & Finance
2021-12-21,2021-12-21,crisis,kyle rittenhouse,General / Breaking News
2021-12-22,2021-12-22,macro,shiba inu coin,Crypto & Digital Assets
2021-12-22,2021-12-23,macro,student loan forgiveness,Economy & Finance
2021-12-22,2021-12-22,crisis,russell wilson,General / Breaking News
2021-12-27,2021-12-27,crisis,russell wilson,General / Breaking News
2021-12-28,2021-12-28,crisis,phoenix suns,General / Breaking News
2021-12-28,2021-12-29,crisis,chicago bears,General / Breaking News
2021-12-29,2021-12-29,crisis,washington football team,General / Breaking News
2021-12-30,2021-12-30,crisis,phoenix suns,General / Breaking News
2021-12-30,2021-12-30,geopolitics,afghanistan news,"War, Geopolitics & Terrorism"
2021-12-30,2021-12-30,crisis,gabby petito,General / Breaking News
2021-12-30,2021-12-30,crisis,brian laundrie,General / Breaking News
2021-12-31,2021-12-31,crisis,kyle rittenhouse,General / Breaking News
2021-12-31,2021-12-31,crisis,chicago bears,General / Breaking News
2021-12-31,2021-12-31,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2021-12-31,2021-12-31,crisis,tiger woods,General / Breaking News
2022-01-03,2022-01-20,crisis,antonio brown,General / Breaking News
2022-01-03,2022-01-03,crisis,odell beckham jr,General / Breaking News
