datetime,omicron_intensity,brian laundrie_intensity,gabby petito_intensity,delta variant_intensity,vaccine mandate_intensity,shiba inu coin_intensity,dogecoin_intensity,marjorie taylor greene_intensity,johnson and johnson vaccine_intensity,capitol_intensity,deshaun watson_intensity,crypto_intensity,cardano_intensity,amc stock_intensity,taliban_intensity,afghanistan_intensity,afghanistan news_intensity,ethereum_intensity,justin fields_intensity,aaron rodgers_intensity,myanmar_intensity,covid vaccine_intensity,britney spears_intensity,ted cruz_intensity,vaccine_intensity,russell wilson_intensity,tiger woods_intensity,washington football team_intensity,gamestop_intensity,kyle rittenhouse_intensity,student loan forgiveness_intensity,bitcoin_intensity,bitcoin price_intensity,immigration news_intensity,phoenix suns_intensity,nba scores_intensity,ukraine_intensity,atlanta braves_intensity,knicks_intensity,elon musk_intensity,yankees_intensity,kim kardashian_intensity,israel_intensity,traductor_intensity,dodgers_intensity,chicago bears_intensity,ethiopia_intensity
2021-10-08,0.0024,0.1391,0.1497,0.4881,0.21,0.0,0.0062,0.0033,0.0024,0.6323,0.0019,0.0709,0.0081,0.0,0.2743,0.4634,0.0204,0.0272,0.0095,0.0255,0.022,0.6524,0.0177,0.1192,1.4722,0.0483,0.0005,0.0209,0.0087,0.0209,0.0122,0.0587,0.0019,0.003,0.0035,0.0,0.0627,0.0177,0.0242,0.1654,0.085,0.0761,0.192,0.0,0.1497,0.0133,0.0997
2021-10-09,0.0004,0.1126,0.1202,0.3383,0.2062,0.0008,0.0051,0.0047,0.0008,0.445,0.0017,0.0301,0.0017,0.0,0.293,0.5106,0.0004,0.0157,0.0224,0.0267,0.014,0.547,0.1113,0.0783,1.108,0.0296,0.003,0.0567,0.0055,0.0178,0.0072,0.0364,0.003,0.0059,0.0042,0.0,0.0373,0.0237,0.0195,0.0588,0.0563,0.0402,0.1901,0.0,0.119,0.0135,0.0292
2021-10-10,0.0005,0.1343,0.1445,0.2036,0.1382,0.0005,0.0048,0.0063,0.001,0.527,0.001,0.0242,0.0039,0.0005,0.2633,0.5726,0.0015,0.0063,0.0102,0.0208,0.033,0.3035,0.0136,0.0325,0.9149,0.0102,0.0019,0.0533,0.0029,0.0223,0.0015,0.0276,0.001,0.0039,0.0073,0.0,0.0383,0.0136,0.0063,0.0955,0.0509,0.2972,0.1595,0.0,0.0553,0.0228,0.0325
2021-10-11,0.0003,0.0948,0.11,0.3407,0.3342,0.0,0.0071,0.0027,0.0006,0.3996,0.0018,0.0812,0.0021,0.0,0.2729,0.4433,0.0009,0.0244,0.0363,0.0315,0.0395,0.4656,0.0083,0.116,1.2856,0.0101,0.0021,0.0437,0.0045,0.0039,0.0015,0.0562,0.0027,0.0033,0.0077,0.0,0.1341,0.0086,0.0065,0.0482,0.0327,0.0773,0.2554,0.0,0.036,0.0541,0.0612
2021-10-12,0.0003,0.297,0.2954,0.6337,0.4563,0.0005,0.0048,0.0053,0.0173,0.3833,0.0027,0.0631,0.0027,0.0,0.1598,0.3463,0.0003,0.0282,0.0067,0.0133,0.0136,0.8428,0.0093,0.078,1.7113,0.0093,0.0011,0.2128,0.0091,0.0053,0.0064,0.0631,0.0024,0.0045,0.008,0.0,0.1103,0.0181,0.0136,0.1076,0.0434,0.0626,0.2759,0.0,0.0613,0.0368,0.0626
2021-10-13,0.0005,0.2103,0.217,0.4819,0.4039,0.0005,0.0049,0.0042,0.001,0.5871,0.0023,0.0854,0.0031,0.0005,0.1522,0.298,0.0005,0.0276,0.0055,0.0362,0.0159,0.6943,0.0815,0.0528,1.6876,0.0107,0.001,0.0565,0.006,0.0016,0.0156,0.0638,0.0021,0.0039,0.0047,0.0,0.1408,0.0463,0.0128,0.2228,0.0258,0.1119,0.3188,0.0,0.064,0.018,0.0372
2021-10-14,0.0003,0.2,0.2373,0.4607,0.3088,0.0018,0.0092,0.0063,0.0021,0.5214,0.0013,0.0859,0.0029,0.0003,0.1443,0.2791,0.0,0.035,0.0087,0.0381,0.0625,0.8155,0.0576,0.0263,1.7033,0.0102,0.0011,0.0518,0.005,0.0003,0.0105,0.0707,0.0018,0.0024,0.0097,0.0,0.0804,0.0092,0.0197,0.1125,0.0281,0.0223,0.3658,0.0,0.0418,0.0181,0.0896
2021-10-15,0.0006,0.0779,0.1326,0.3813,0.3008,0.0011,0.0084,0.0191,0.0056,0.5512,0.0022,0.1158,0.0095,0.0,0.2078,0.3712,0.0008,0.0247,0.007,0.0079,0.1189,0.8711,0.0104,0.0118,1.6971,0.0101,0.0028,0.0179,0.0087,0.0258,0.0031,0.1309,0.0059,0.0031,0.005,0.0,0.0709,0.0278,0.0154,0.0592,0.0269,0.0081,0.2156,0.0,0.1105,0.0135,0.1192
2021-10-16,0.0005,0.1247,0.1386,0.3049,0.3137,0.0,0.0023,0.007,0.0028,0.7892,0.0032,0.0672,0.0009,0.0005,0.2285,0.4667,0.0,0.0125,0.0139,0.0134,0.1033,0.513,0.1043,0.0116,1.2507,0.0167,0.0046,0.0283,0.0125,0.0227,0.0037,0.1715,0.0037,0.0014,0.0176,0.0,0.0931,0.0199,0.0181,0.0598,0.0348,0.0074,0.1543,0.0,0.0969,0.0139,0.2484
2021-10-17,0.0005,0.0166,0.0187,0.3506,0.1816,0.001,0.0036,0.0073,0.0484,0.348,0.0016,0.0479,0.0026,0.0,0.1275,0.2159,0.0005,0.0135,0.0172,0.0281,0.038,0.3553,0.0161,0.0182,0.8708,0.013,0.0052,0.0312,0.0031,0.0302,0.0036,0.0749,0.0026,0.0031,0.0198,0.0,0.0489,0.0385,0.0166,0.0884,0.0276,0.0333,0.2195,0.0,0.091,0.0239,0.0432
2021-10-18,0.0012,0.1061,0.1073,0.2956,0.1436,0.0003,0.0038,0.0049,0.0052,0.5337,0.0023,0.1131,0.0044,0.0006,0.1113,0.457,0.0009,0.0244,0.0189,0.0358,0.0544,0.3666,0.0148,0.0122,1.0529,0.0177,0.0017,0.0637,0.0203,0.0055,0.0058,0.1108,0.0128,0.0032,0.016,0.0,0.077,0.0297,0.0233,0.068,0.0189,0.1302,0.2172,0.0,0.0535,0.0247,0.0529
2021-10-19,0.0003,0.0853,0.0861,0.4085,0.3171,0.0003,0.0061,0.0066,0.0045,0.8269,0.0008,0.138,0.005,0.0,0.1786,0.379,0.0008,0.0211,0.0061,0.01,0.0461,0.5602,0.0145,0.0229,1.5114,0.0079,0.0016,0.0153,0.0242,0.0026,0.0047,0.1554,0.0082,0.0053,0.0161,0.0,0.1343,0.0213,0.0316,0.0571,0.1082,0.098,0.3042,0.0,0.0461,0.0153,0.0419
2021-10-20,0.0008,0.3183,0.2802,0.3969,0.3818,0.0008,0.0057,0.0062,0.0054,0.5925,0.0239,0.1289,0.0029,0.0,0.1435,0.2223,0.0005,0.0353,0.0436,0.0114,0.0319,0.702,0.1266,0.0296,1.8301,0.0044,0.0044,0.035,0.0054,0.0005,0.0075,0.1725,0.0065,0.0036,0.0226,0.0,0.1012,0.0195,0.0176,0.0711,0.0231,0.022,0.2067,0.0,0.0693,0.056,0.0433
2021-10-21,0.0005,0.3368,0.3095,0.3686,0.1995,0.0,0.0031,0.009,0.0026,0.7914,0.031,0.0774,0.0021,0.0,0.2331,0.2831,0.0,0.0299,0.0093,0.0209,0.0723,0.566,0.0909,0.0199,1.4624,0.009,0.0426,0.0439,0.007,0.0028,0.0139,0.1505,0.0046,0.0049,0.0072,0.0,0.0836,0.0312,0.0439,0.0767,0.0183,0.016,0.2256,0.0,0.0645,0.0183,0.0372
2021-10-22,0.0014,0.3194,0.2835,0.5281,0.1989,0.0,0.0035,0.0155,0.0071,0.5499,0.0139,0.0672,0.0041,0.0008,0.1064,0.2661,0.0005,0.0152,0.046,0.0229,0.0492,0.8897,0.0656,0.0125,1.7881,0.0449,0.0125,0.0686,0.0267,0.0052,0.0057,0.0541,0.0052,0.0038,0.0122,0.0,0.3548,0.0313,0.0185,0.0297,0.0182,0.0076,0.1788,0.0,0.1015,0.0533,0.0446
2021-10-23,0.0013,0.1951,0.1893,0.3627,0.1822,0.0004,0.0053,0.0107,0.0049,0.5973,0.0071,0.0364,0.0013,0.0,0.2102,0.3587,0.0009,0.0084,0.0067,0.008,0.0218,0.6449,0.0169,0.0089,1.3173,0.0173,0.0004,0.0138,0.008,0.0013,0.0027,0.048,0.0013,0.0071,0.076,0.0,0.4253,0.0884,0.0458,0.0271,0.0556,0.0071,0.2151,0.0,0.1853,0.0209,0.028
2021-10-24,0.0015,0.1007,0.0549,0.1475,0.1942,0.001,0.0036,0.0107,0.002,0.3305,0.0102,0.1225,0.002,0.0005,0.1205,0.3026,0.0,0.0153,0.0071,0.0173,0.0173,0.477,0.0056,0.0071,1.0271,0.0081,0.0061,0.0254,0.0031,0.0259,0.001,0.06,0.0036,0.0046,0.0331,0.001,0.1551,0.1897,0.0168,0.0249,0.0768,0.0081,0.2283,0.0,0.2761,0.029,0.0203
2021-10-25,0.0009,0.0765,0.0496,0.2958,0.219,0.0058,0.0139,0.0251,0.0026,0.4406,0.0196,0.0848,0.0107,0.0003,0.1229,0.3999,0.0003,0.0315,0.0283,0.0352,0.1446,0.7023,0.0049,0.0251,1.4641,0.0121,0.0035,0.0534,0.0092,0.0384,0.0069,0.1068,0.0049,0.0035,0.0202,0.0,0.1353,0.0568,0.0485,0.1013,0.0196,0.0176,0.2294,0.0003,0.0534,0.1316,0.0681
2021-10-26,0.0005,0.0891,0.0848,0.3682,0.2571,0.0003,0.009,0.0162,0.0066,0.5567,0.008,0.0755,0.0035,0.0005,0.1218,0.3023,0.0,0.0215,0.0112,0.0152,0.1098,0.7511,0.079,0.0322,1.5812,0.034,0.0005,0.0282,0.0104,0.0348,0.0024,0.0681,0.0024,0.0058,0.0043,0.0,0.1013,0.0768,0.0181,0.1228,0.0231,0.0774,0.3066,0.0,0.0561,0.0768,0.0784
2021-10-27,0.001,0.0389,0.069,0.2532,0.1991,0.0071,0.0253,0.0193,0.006,0.5425,0.0172,0.0805,0.0042,0.0008,0.1165,0.3452,0.0013,0.0324,0.0024,0.0162,0.1105,0.6175,0.0596,0.0528,1.4241,0.0091,0.0021,0.0191,0.0128,0.0826,0.0013,0.0734,0.0084,0.0042,0.0097,0.0,0.0687,0.1769,0.0308,0.0847,0.017,0.0076,0.2067,0.0,0.0922,0.0149,0.0261
2021-10-28,0.0,0.0188,0.0576,0.2681,0.2511,0.0037,0.017,0.023,0.0034,0.5948,0.0102,0.0856,0.0029,0.0003,0.0675,0.256,0.0008,0.0257,0.0089,0.0173,0.0864,0.632,0.0099,0.0359,1.399,0.0065,0.0005,0.0293,0.0058,0.0524,0.011,0.0715,0.0052,0.0031,0.0055,0.0,0.0796,0.1079,0.0139,0.0738,0.0602,0.0094,0.1791,0.0,0.1579,0.0136,0.034
2021-10-29,0.0014,0.0353,0.0558,0.2919,0.3837,0.0055,0.0178,0.0049,0.003,0.6034,0.0082,0.0891,0.0052,0.0,0.0858,0.2255,0.0,0.0281,0.0101,0.0309,0.0492,0.8598,0.0074,0.0183,1.8942,0.0068,0.0014,0.0216,0.0077,0.0615,0.0079,0.0689,0.0025,0.0068,0.003,0.0003,0.0842,0.0448,0.0213,0.059,0.0216,0.0079,0.1921,0.0,0.0754,0.0096,0.053
2021-10-30,0.0013,0.0078,0.0166,0.2555,0.548,0.0013,0.007,0.0052,0.0052,0.5929,0.0126,0.0759,0.0017,0.0004,0.1247,0.3871,0.0,0.0096,0.0096,0.017,0.1373,0.9443,0.0981,0.0737,1.9003,0.007,0.0004,0.0157,0.0092,0.0645,0.0013,0.0645,0.0031,0.0078,0.0161,0.0,0.1068,0.1038,0.0283,0.0344,0.0283,0.027,0.1587,0.0004,0.0745,0.0166,0.0907
2021-10-31,0.0,0.0098,0.0122,0.1424,0.177,0.0009,0.0047,0.0056,0.0005,0.2937,0.0155,0.0356,0.0,0.0,0.1606,0.3072,0.0005,0.007,0.0112,0.0117,0.089,0.3513,0.0229,0.0965,0.8618,0.0052,0.0019,0.0276,0.0112,0.1335,0.0005,0.0848,0.0009,0.0056,0.0445,0.0,0.0824,0.1513,0.0295,0.0548,0.1991,0.0913,0.1428,0.0,0.0543,0.0211,0.0206
2021-11-01,0.0,0.0592,0.0605,0.2886,0.3863,0.0031,0.0247,0.0125,0.0009,0.4159,0.0137,0.0974,0.0046,0.0015,0.0931,0.2513,0.0006,0.0281,0.0223,0.0128,0.0873,0.5961,0.0721,0.0412,1.5291,0.0211,0.0009,0.0376,0.0171,0.2819,0.0052,0.0931,0.0043,0.004,0.0082,0.0,0.1435,0.0785,0.018,0.0809,0.0382,0.0782,0.2293,0.0,0.0223,0.015,0.0693
2021-11-02,0.0005,0.0539,0.0545,0.1761,0.2321,0.0016,0.0213,0.0129,0.0027,0.4637,0.0075,0.1132,0.0043,0.0003,0.1041,0.2912,0.0003,0.0313,0.0065,0.0167,0.0334,0.6689,0.0857,0.0226,1.3194,0.0089,0.0011,0.0186,0.0119,0.2949,0.0016,0.0925,0.0035,0.003,0.0057,0.0,0.079,0.0466,0.0399,0.0917,0.055,0.1138,0.2098,0.0,0.0377,0.0173,0.0941
2021-11-03,0.0008,0.0075,0.0112,0.4192,0.1621,0.0016,0.0109,0.0213,0.0026,0.5815,0.0096,0.0745,0.0055,0.0003,0.0839,0.3644,0.0,0.0351,0.0031,0.141,0.0655,0.9891,0.0429,0.0358,1.815,0.0075,0.001,0.0584,0.0081,0.1101,0.001,0.0642,0.0023,0.0021,0.0148,0.0,0.0717,0.2571,0.027,0.0499,0.0268,0.0805,0.268,0.0,0.1299,0.0548,0.1099
2021-11-04,0.0003,0.0152,0.0312,0.3748,0.3193,0.0003,0.0053,0.0125,0.0043,0.5204,0.0083,0.0846,0.0024,0.0003,0.1043,0.2441,0.0011,0.0411,0.004,0.0758,0.0352,0.7743,0.032,0.0237,1.9226,0.0045,0.0011,0.0355,0.0056,0.1816,0.0011,0.052,0.0011,0.0032,0.0528,0.0,0.1656,0.1014,0.0317,0.0376,0.0203,0.14,0.219,0.0,0.0288,0.0168,0.076
2021-11-05,0.0003,0.0315,0.0417,0.5441,0.5426,0.0008,0.0113,0.0113,0.0039,0.5961,0.0028,0.0906,0.0003,0.0006,0.0628,0.2328,0.0003,0.0284,0.0082,0.1236,0.0495,0.7968,0.0673,0.0301,1.9471,0.0048,0.0008,0.0535,0.0062,0.1894,0.0014,0.0915,0.0037,0.0037,0.0695,0.0,0.0726,0.036,0.0256,0.0467,0.0315,0.1269,0.1753,0.0,0.0239,0.0158,0.1008
2021-11-06,0.0,0.0113,0.027,0.2106,0.3181,0.0009,0.0096,0.0239,0.007,0.4947,0.0157,0.0696,0.0009,0.0,0.0905,0.2097,0.0017,0.0339,0.0178,0.181,0.0683,0.5578,0.0083,0.0152,1.3923,0.0035,0.0039,0.0074,0.0083,0.0975,0.0013,0.0566,0.0022,0.0052,0.0191,0.0,0.0905,0.0714,0.054,0.0596,0.0265,0.1397,0.1771,0.0,0.0239,0.0131,0.0944
2021-11-07,0.0,0.0025,0.0031,0.1612,0.3029,0.0,0.0056,0.0184,0.001,0.2581,0.0036,0.0331,0.0046,0.001,0.078,0.2917,0.0,0.0153,0.0051,0.2484,0.0184,0.562,0.0097,0.0541,1.5029,0.0015,0.0005,0.0117,0.0071,0.0663,0.001,0.0337,0.0031,0.0061,0.0076,0.0,0.0683,0.0143,0.0286,0.1178,0.0163,0.1102,0.1754,0.0,0.0173,0.0245,0.1229
2021-11-08,0.0003,0.0324,0.0326,0.258,0.232,0.0017,0.0103,0.008,0.0026,0.3044,0.0017,0.0819,0.0034,0.0011,0.0825,0.2271,0.0,0.0326,0.0054,0.2053,0.0401,0.6655,0.0046,0.0979,1.4488,0.0112,0.0006,0.006,0.0169,0.1819,0.0009,0.0802,0.0063,0.004,0.0126,0.0,0.1392,0.0619,0.0338,0.1704,0.0295,0.0684,0.3041,0.0,0.075,0.0232,0.0753
2021-11-09,0.0,0.0066,0.0284,0.2762,0.3019,0.0016,0.0116,0.074,0.0021,0.562,0.0026,0.11,0.0047,0.0011,0.0927,0.2334,0.0,0.0704,0.0402,0.1334,0.0798,0.6996,0.0496,0.0381,1.5811,0.0155,0.0018,0.0509,0.0239,0.141,0.0047,0.1179,0.0074,0.0034,0.0095,0.0,0.1236,0.0139,0.0378,0.115,0.0207,0.0706,0.2872,0.0,0.032,0.1239,0.0688
2021-11-10,0.0005,0.0052,0.0086,0.2247,0.2182,0.0026,0.0122,0.0254,0.0026,0.6235,0.0026,0.1,0.006,0.0016,0.1192,0.2799,0.0003,0.0339,0.0083,0.2008,0.0894,0.7147,0.0251,0.0282,1.3945,0.015,0.0018,0.0109,0.013,0.39,0.0013,0.1073,0.006,0.0023,0.0104,0.0,0.0943,0.0104,0.0194,0.1262,0.0207,0.0482,0.3281,0.0,0.0174,0.0228,0.0961
2021-11-11,0.0003,0.0276,0.0457,0.2751,0.1548,0.0008,0.0158,0.0342,0.0037,0.4499,0.0008,0.0912,0.0045,0.0008,0.1154,0.5482,0.0008,0.0334,0.0042,0.0633,0.0452,0.4951,0.0515,0.042,1.0178,0.0105,0.0008,0.0095,0.0223,0.4381,0.0039,0.0841,0.0053,0.0037,0.0124,0.0,0.0836,0.0365,0.0273,0.2239,0.0242,0.0184,0.2399,0.0,0.0223,0.0108,0.0878
2021-11-12,0.0005,0.0036,0.0249,0.1905,0.1459,0.0005,0.0183,0.02,0.0011,0.6671,0.0019,0.1407,0.0077,0.0005,0.1281,0.3448,0.0003,0.0476,0.0036,0.0369,0.1075,0.5374,0.1313,0.0452,1.3036,0.017,0.0019,0.0192,0.009,0.3782,0.0115,0.1059,0.0036,0.0044,0.0112,0.0,0.1127,0.0189,0.0208,0.0955,0.0164,0.0594,0.197,0.0,0.0101,0.0093,0.1324
2021-11-13,0.0004,0.0044,0.0327,0.2263,0.4141,0.0009,0.0053,0.0575,0.0044,0.624,0.0013,0.0477,0.0128,0.0,0.1016,0.2687,0.0009,0.0265,0.0031,0.0946,0.0433,0.4282,0.7663,0.0221,1.3355,0.015,0.0009,0.0424,0.0075,0.3182,0.0031,0.0575,0.0062,0.0049,0.0186,0.0,0.141,0.0133,0.0349,0.0875,0.0181,0.0199,0.2276,0.0,0.0168,0.008,0.0345
2021-11-14,0.0,0.002,0.0025,0.0878,0.153,0.0,0.0029,0.0608,0.001,0.3084,0.0,0.0338,0.0025,0.0005,0.104,0.2305,0.0005,0.0186,0.0029,0.1373,0.0534,0.2824,0.0471,0.0878,0.8606,0.0255,0.0,0.0745,0.0059,0.2059,0.001,0.0417,0.001,0.002,0.0044,0.0,0.0848,0.0059,0.0177,0.0446,0.0172,0.0451,0.1942,0.0,0.0118,0.101,0.0363
2021-11-15,0.0003,0.002,0.0055,0.1762,0.1568,0.011,0.0058,0.0208,0.0012,0.5804,0.0014,0.1012,0.0009,0.0006,0.0629,0.2139,0.0006,0.0262,0.0043,0.0519,0.1836,0.3615,0.1003,0.1655,1.0555,0.0421,0.0014,0.0355,0.0052,0.4022,0.0023,0.0868,0.0012,0.0032,0.0222,0.0,0.1159,0.053,0.0104,0.0917,0.0124,0.0182,0.2136,0.0,0.0614,0.0254,0.0663
2021-11-16,0.0,0.0301,0.0304,0.187,0.1865,0.0024,0.0107,0.0435,0.0011,0.5053,0.0013,0.1033,0.0037,0.0003,0.087,0.2679,0.0,0.0454,0.004,0.0205,0.1515,0.4349,0.0248,0.0478,1.0403,0.0112,0.0013,0.0147,0.0176,0.5782,0.0045,0.0966,0.0045,0.0032,0.0101,0.0,0.1377,0.0176,0.0235,0.119,0.056,0.0256,0.2588,0.0,0.0216,0.032,0.0624
2021-11-17,0.0,0.0161,0.0205,0.1644,0.1794,0.0008,0.0308,0.0547,0.0024,0.542,0.0008,0.3368,0.0063,0.0003,0.0924,0.2052,0.0005,0.0339,0.0061,0.0224,0.0889,0.6175,0.191,0.0297,1.3235,0.0161,0.0016,0.0118,0.0055,0.3652,0.0037,0.1289,0.0037,0.0042,0.0147,0.0,0.1018,0.0068,0.0134,0.061,0.0266,0.0518,0.2852,0.0,0.0226,0.0234,0.0845
2021-11-18,0.0005,0.0391,0.0451,0.1458,0.2029,0.0016,0.0071,0.0409,0.0031,0.526,0.0016,0.1901,0.0092,0.0005,0.0889,0.2252,0.0,0.0503,0.0073,0.0307,0.0797,0.484,0.0205,0.0275,1.2022,0.0152,0.0013,0.0506,0.0115,0.344,0.0034,0.0994,0.0034,0.0026,0.0173,0.0,0.0915,0.0097,0.0115,0.0498,0.0296,0.3409,0.1935,0.0,0.0215,0.0149,0.0981
2021-11-19,0.0005,0.0036,0.0099,0.2833,0.1993,0.0003,0.0074,0.0622,0.006,0.3847,0.0008,0.1505,0.0027,0.0003,0.0932,0.269,0.0,0.0318,0.0063,0.0315,0.0406,0.5325,0.0927,0.0247,1.3963,0.0107,0.0005,0.0299,0.0088,0.7771,0.0014,0.102,0.0019,0.0033,0.0085,0.0,0.0877,0.0082,0.0082,0.0477,0.0343,0.1163,0.3896,0.0,0.0219,0.0184,0.0579
2021-11-20,0.0,0.0018,0.0257,0.2741,0.2094,0.0018,0.0064,0.0262,0.0046,0.2626,0.0028,0.0849,0.0023,0.0,0.0643,0.2057,0.0,0.0335,0.0078,0.0156,0.0271,0.444,0.1221,0.0441,1.1864,0.0073,0.0005,0.0179,0.0129,1.3366,0.0032,0.0624,0.0037,0.0018,0.0188,0.0,0.1061,0.0106,0.0239,0.0404,0.0308,0.0556,0.2466,0.0,0.0197,0.0193,0.0661
2021-11-21,0.001,0.0005,0.001,0.2023,0.2677,0.0031,0.0062,0.0103,0.0036,0.2955,0.0026,0.0726,0.0021,0.0,0.0525,0.1756,0.001,0.0124,0.0149,0.0247,0.0134,0.2631,0.018,0.0304,0.9762,0.0088,0.0021,0.016,0.0072,0.7641,0.0041,0.1282,0.0051,0.0031,0.0139,0.0,0.1926,0.0031,0.0381,0.0438,0.016,0.034,0.2101,0.0,0.0082,0.0355,0.0227
2021-11-22,0.0006,0.0051,0.0186,0.3015,0.2806,0.0006,0.0097,0.0168,0.0023,0.3189,0.0017,0.0891,0.0043,0.0003,0.1042,0.2278,0.0006,0.0325,0.0226,0.0428,0.0685,0.4642,0.0163,0.0208,1.2741,0.0297,0.0063,0.0103,0.0103,0.7488,0.0011,0.0845,0.0037,0.0026,0.0248,0.0,0.1102,0.0009,0.0477,0.0437,0.06,0.0226,0.1836,0.0,0.0069,0.0288,0.1073
2021-11-23,0.0,0.1203,0.1307,0.1683,0.2091,0.0008,0.0109,0.0093,0.0032,0.447,0.0021,0.0883,0.0032,0.0003,0.0701,0.1755,0.0003,0.0293,0.0141,0.0144,0.0392,0.3926,0.0243,0.0269,1.0266,0.0075,0.0013,0.0173,0.0112,0.3185,0.0077,0.0693,0.0043,0.0024,0.0189,0.0,0.1307,0.0067,0.0563,0.0776,0.0272,0.0419,0.2587,0.0,0.0235,0.0299,0.0717
2021-11-24,0.0011,0.0459,0.0512,0.1906,0.2152,0.0008,0.0048,0.0319,0.0013,0.3165,0.0008,0.09,0.0045,0.0003,0.0966,0.2072,0.0,0.0288,0.0156,0.0187,0.019,0.3303,0.057,0.0156,1.0391,0.0087,0.0029,0.0048,0.0111,0.2732,0.0092,0.0554,0.0032,0.0021,0.0063,0.0,0.109,0.0061,0.0338,0.0449,0.0272,0.0087,0.3136,0.0,0.0116,0.0327,0.0866
2021-11-25,0.0,0.0035,0.0101,0.0967,0.0695,0.0009,0.0038,0.0294,0.0014,0.1997,0.0014,0.0655,0.002,0.0,0.0869,0.2262,0.0,0.0199,0.0338,0.0335,0.0271,0.2626,0.0433,0.0104,0.6721,0.0038,0.0006,0.0081,0.0355,0.1299,0.002,0.0473,0.0032,0.0035,0.0113,0.0,0.071,0.0014,0.0225,0.017,0.0113,0.06,0.1994,0.0,0.0066,0.0658,0.0459
2021-11-26,0.4228,0.0216,0.0374,0.5977,0.0508,0.0024,0.0079,0.0173,0.0015,0.142,0.0012,0.0809,0.0085,0.0,0.1013,0.2245,0.0003,0.0234,0.0167,0.0173,0.0392,0.2065,0.0073,0.0088,0.9657,0.0079,0.0015,0.0091,0.0249,0.0538,0.0,0.1083,0.0024,0.0018,0.0082,0.0,0.1223,0.0006,0.0152,0.0161,0.0061,0.0879,0.497,0.0,0.0085,0.0341,0.042
2021-11-27,1.3747,0.0064,0.0096,0.5215,0.0524,0.0055,0.0069,0.0381,0.0018,0.2127,0.0018,0.0864,0.0018,0.0005,0.1066,0.1888,0.0005,0.034,0.006,0.0244,0.0198,0.301,0.0064,0.0459,1.2282,0.0055,0.0014,0.0087,0.0115,0.0634,0.0014,0.0845,0.0028,0.0069,0.034,0.0,0.1167,0.0023,0.0524,0.0276,0.0133,0.0308,0.8849,0.0,0.0096,0.017,0.0335
2021-11-28,1.5103,0.005,0.011,0.5021,0.0361,0.001,0.0055,0.021,0.0005,0.1909,0.007,0.0586,0.005,0.0005,0.1258,0.2405,0.0,0.0105,0.0035,0.0185,0.0231,0.238,0.003,0.0571,1.0077,0.006,0.0015,0.0125,0.008,0.0646,0.0,0.0596,0.0025,0.0045,0.0441,0.0,0.1789,0.0015,0.0336,0.0316,0.0195,0.0406,0.9987,0.0,0.012,0.015,0.0441
2021-11-29,2.098,0.0017,0.0035,0.488,0.1561,0.0003,0.0176,0.0176,0.0026,0.4926,0.0014,0.1127,0.0035,0.0003,0.0344,0.1194,0.0,0.0399,0.0032,0.0393,0.0225,0.3949,0.0035,0.0509,1.7415,0.0084,0.0043,0.011,0.0165,0.0564,0.0026,0.1405,0.0023,0.0017,0.0199,0.0,0.124,0.0069,0.0194,0.0439,0.024,0.0321,0.8173,0.0,0.0306,0.0147,0.037
2021-11-30,2.1024,0.005,0.009,0.4661,0.2194,0.0008,0.0098,0.0585,0.0048,0.4746,0.0013,0.1011,0.0074,0.0005,0.0535,0.2117,0.0,0.0299,0.0034,0.0151,0.0701,0.4563,0.0431,0.0296,1.5391,0.0275,0.0339,0.0336,0.0074,0.0921,0.004,0.067,0.0011,0.0034,0.0159,0.0,0.1842,0.0079,0.027,0.0593,0.0651,0.0693,0.5643,0.0,0.0389,0.0251,0.0357
2021-12-01,1.9479,0.0039,0.0044,0.4094,0.2775,0.001,0.0117,0.0461,0.0026,0.4821,0.0013,0.1032,0.0042,0.0005,0.081,0.1756,0.0003,0.0349,0.0026,0.0128,0.1006,0.4516,0.043,0.0235,1.7141,0.0076,0.0089,0.0104,0.0149,0.0995,0.001,0.075,0.0018,0.0044,0.0224,0.0,0.1874,0.0086,0.0284,0.0628,0.0305,0.1162,0.3648,0.0,0.0229,0.0094,0.0534
2021-12-02,1.9935,0.0021,0.0034,0.4452,0.4225,0.0,0.0089,0.0227,0.0031,0.435,0.0052,0.1065,0.0036,0.0003,0.0666,0.2249,0.001,0.0273,0.0081,0.0195,0.1198,0.5611,0.0903,0.0445,1.6951,0.0089,0.013,0.0154,0.0036,0.0849,0.0052,0.0781,0.001,0.0029,0.0195,0.0,0.1924,0.007,0.0133,0.0588,0.0685,0.0817,0.3785,0.0,0.0513,0.0154,0.0734
2021-12-03,1.9762,0.0014,0.0145,0.6792,0.4012,0.0003,0.007,0.0298,0.0045,0.3915,0.0008,0.0957,0.0036,0.0,0.0954,0.3492,0.0003,0.0264,0.0078,0.0147,0.0573,0.5381,0.0156,0.0551,1.8754,0.0117,0.007,0.0145,0.005,0.0356,0.0019,0.0838,0.0022,0.0025,0.0186,0.0,0.2262,0.0042,0.0417,0.047,0.0339,0.027,0.2877,0.0,0.0181,0.0147,0.0504
