datetime,omicron_intensity,brian laundrie_intensity,gabby petito_intensity,delta variant_intensity,vaccine mandate_intensity,shiba inu coin_intensity,dogecoin_intensity,marjorie taylor greene_intensity,johnson and johnson vaccine_intensity,capitol_intensity,deshaun watson_intensity,crypto_intensity,cardano_intensity,amc stock_intensity,taliban_intensity,afghanistan_intensity,afghanistan news_intensity,ethereum_intensity,justin fields_intensity,aaron rodgers_intensity,myanmar_intensity,covid vaccine_intensity,britney spears_intensity,ted cruz_intensity,vaccine_intensity,russell wilson_intensity,tiger woods_intensity,washington football team_intensity,gamestop_intensity,kyle rittenhouse_intensity,student loan forgiveness_intensity,bitcoin_intensity,bitcoin price_intensity,immigration news_intensity,phoenix suns_intensity,nba scores_intensity,ukraine_intensity,atlanta braves_intensity,knicks_intensity,elon musk_intensity,yankees_intensity,kim kardashian_intensity,israel_intensity,traductor_intensity,dodgers_intensity,chicago bears_intensity,ethiopia_intensity
2021-04-17,0.0004,0.0,0.0,0.0,0.0004,0.0,0.0301,0.1192,0.0149,0.691,0.005,0.052,0.0017,0.0,0.1139,0.4258,0.0004,0.0107,0.0099,0.0099,0.0516,0.8602,0.0062,0.0569,1.6114,0.0054,0.0041,0.0136,0.0153,0.0099,0.0012,0.066,0.0037,0.005,0.0062,0.0,0.2665,0.0573,0.021,0.0854,0.0491,0.0136,0.2195,0.0,0.0466,0.0066,0.0685
2021-04-18,0.0,0.0,0.0,0.0,0.0013,0.0,0.0206,0.0395,0.0067,0.3227,0.0018,0.0754,0.004,0.0,0.1086,0.2746,0.0,0.0413,0.0094,0.0054,0.0346,0.8697,0.0233,0.0323,1.4899,0.0036,0.0018,0.0054,0.0247,0.0902,0.0036,0.0987,0.0063,0.0063,0.0162,0.0,0.166,0.0139,0.0269,0.0772,0.0633,0.0256,0.3895,0.0,0.0417,0.0009,0.0256
2021-04-19,0.0005,0.0,0.0,0.0,0.0019,0.0003,0.027,0.0598,0.0196,0.4992,0.0077,0.114,0.005,0.0013,0.0648,0.1349,0.0,0.0468,0.0108,0.0764,0.0516,0.8443,0.0095,0.0426,1.7557,0.059,0.0019,0.0122,0.0455,0.0312,0.0019,0.1528,0.0087,0.0029,0.0063,0.0,0.137,0.0188,0.0151,0.1237,0.041,0.0164,0.3155,0.0,0.0354,0.0056,0.0254
2021-04-20,0.0002,0.0,0.0,0.0,0.0024,0.0,0.0633,0.075,0.0178,0.6114,0.0215,0.119,0.0027,0.0002,0.1026,0.1568,0.0,0.0532,0.0103,0.0144,0.0562,0.7836,0.0518,0.0293,1.8361,0.0071,0.0034,0.0098,0.0313,0.0076,0.0037,0.14,0.0037,0.0042,0.0105,0.0,0.192,0.0247,0.0117,0.1072,0.0286,0.0672,0.2499,0.0,0.0318,0.0059,0.0291
2021-04-21,0.001,0.0,0.0,0.0,0.0032,0.0,0.028,0.0317,0.0104,0.4905,0.004,0.078,0.0045,0.0002,0.0763,0.1429,0.0005,0.0458,0.0168,0.0144,0.0748,0.7808,0.0161,0.0329,1.7138,0.0032,0.0027,0.0094,0.0168,0.0347,0.0045,0.0778,0.0035,0.003,0.0089,0.0,0.1838,0.0146,0.0206,0.0429,0.0362,0.0731,0.2522,0.0,0.0334,0.0069,0.0277
2021-04-22,0.0005,0.0,0.0,0.0,0.0019,0.0002,0.0211,0.0226,0.0118,0.6492,0.0024,0.0759,0.0024,0.0005,0.1074,0.2249,0.0002,0.0312,0.0151,0.0348,0.0372,0.7741,0.0038,0.0334,1.7542,0.0038,0.0022,0.0086,0.0202,0.0305,0.0053,0.0721,0.0077,0.0038,0.0173,0.0,0.1891,0.0101,0.0219,0.0783,0.032,0.0579,0.3023,0.0,0.0173,0.006,0.0221
2021-04-23,0.0005,0.0,0.0,0.0,0.0039,0.0,0.0224,0.0103,0.0686,0.5067,0.0046,0.074,0.0013,0.0008,0.0709,0.1501,0.0,0.0387,0.0163,0.0111,0.0503,1.0146,0.0114,0.0261,2.0687,0.0034,0.007,0.0036,0.0106,0.0046,0.009,0.1256,0.0077,0.0039,0.0353,0.0,0.1599,0.0049,0.0168,0.2123,0.0348,0.0219,0.3287,0.0,0.0359,0.0116,0.0671
2021-04-24,0.0012,0.0,0.0,0.0,0.0028,0.0,0.0101,0.0183,0.0385,0.463,0.0037,0.0406,0.0028,0.0,0.0434,0.1558,0.0004,0.0162,0.0166,0.0045,0.1262,1.1013,0.0061,0.0568,2.1397,0.0028,0.054,0.0069,0.0069,0.0049,0.0471,0.0966,0.0037,0.0037,0.0243,0.0,0.1761,0.0097,0.0195,0.1927,0.0568,0.0138,0.2362,0.0,0.0617,0.0089,0.017
2021-04-25,0.0,0.0,0.0,0.0,0.0018,0.0,0.0158,0.0434,0.0443,0.2974,0.0039,0.0408,0.0009,0.0,0.0737,0.3106,0.0004,0.0123,0.011,0.0031,0.0869,0.6449,0.0061,0.0097,1.4968,0.0026,0.0101,0.0057,0.0132,0.0013,0.0031,0.0697,0.0057,0.0035,0.0123,0.0,0.1478,0.0092,0.0184,0.1737,0.0544,0.0061,0.2571,0.0,0.0417,0.0048,0.0211
2021-04-26,0.0008,0.0,0.0,0.0,0.0024,0.0,0.0345,0.0439,0.0213,0.4649,0.0029,0.0863,0.0029,0.0003,0.0387,0.2055,0.0003,0.0397,0.0292,0.0089,0.04,0.6156,0.055,0.0195,2.0705,0.0016,0.0011,0.0039,0.0142,0.0018,0.0205,0.1415,0.0047,0.0029,0.0163,0.0,0.1518,0.0182,0.0197,0.0821,0.0345,0.0205,0.3091,0.0,0.0318,0.0076,0.0308
2021-04-27,0.0005,0.0,0.0,0.0,0.0052,0.0005,0.0109,0.0275,0.027,0.5021,0.003,0.1026,0.0022,0.0005,0.0701,0.2111,0.0005,0.0397,0.0394,0.0154,0.0672,0.874,0.0429,0.0253,2.2901,0.0079,0.0025,0.0087,0.026,0.003,0.0022,0.1641,0.0047,0.0042,0.0094,0.0,0.087,0.0114,0.0221,0.1482,0.0401,0.0458,0.4391,0.0,0.0379,0.0634,0.0206
2021-04-28,0.0,0.0,0.0,0.0,0.0017,0.0002,0.012,0.0617,0.0237,0.7889,0.0078,0.0627,0.0044,0.0007,0.0607,0.1948,0.0002,0.0382,0.0658,0.0213,0.0573,0.7821,0.186,0.0477,1.9961,0.0201,0.0029,0.0174,0.0159,0.0081,0.0034,0.0957,0.0029,0.0042,0.0081,0.0,0.3574,0.0125,0.0135,0.0915,0.0509,0.0573,0.2776,0.0,0.0267,0.0313,0.0201
2021-04-29,0.0005,0.0,0.0,0.0,0.0022,0.0,0.0129,0.0071,0.0136,0.8433,0.0049,0.0765,0.0027,0.0002,0.0892,0.3003,0.0,0.0285,0.0402,0.0843,0.0334,0.7849,0.0711,0.0575,1.9931,0.0107,0.0015,0.0412,0.0105,0.0007,0.0027,0.0721,0.0039,0.0046,0.0134,0.0,0.2346,0.0085,0.0146,0.0821,0.0397,0.0066,0.2302,0.0,0.0292,0.0443,0.0453
2021-04-30,0.0013,0.0,0.0,0.0,0.004,0.0,0.0119,0.0387,0.0084,0.5459,0.0132,0.0978,0.0013,0.0003,0.1389,0.2942,0.0003,0.0301,0.1194,0.117,0.0859,0.8414,0.0264,0.0303,2.0809,0.0105,0.0026,0.0256,0.0137,0.0003,0.0037,0.1028,0.0047,0.0063,0.004,0.0,0.2159,0.0195,0.0071,0.0554,0.0699,0.0074,0.5804,0.0,0.0427,0.0556,0.0285
2021-05-01,0.0051,0.0,0.0,0.0,0.009,0.0,0.0128,0.0503,0.0064,0.6181,0.0179,0.0478,0.0021,0.0004,0.2338,0.3779,0.0021,0.0188,0.0405,0.0375,0.0478,0.7716,0.0085,0.0328,1.9059,0.0102,0.0013,0.0179,0.0311,0.003,0.0026,0.07,0.0021,0.0055,0.0166,0.0,0.2423,0.02,0.0145,0.0815,0.0559,0.009,0.3289,0.0,0.0363,0.0316,0.0132
2021-05-02,0.0023,0.0,0.0,0.0,0.0023,0.0,0.0163,0.0093,0.0028,0.3878,0.0079,0.0363,0.0033,0.0,0.1065,0.3427,0.0005,0.0191,0.033,0.0418,0.0521,0.6114,0.0023,0.02,1.3493,0.0051,0.0019,0.0135,0.0479,0.0019,0.0019,0.0637,0.0042,0.0019,0.0167,0.0,0.1404,0.0144,0.0181,0.2627,0.0628,0.0037,0.2641,0.0,0.0479,0.0219,0.0442
2021-05-03,0.0006,0.0,0.0,0.0,0.0028,0.0,0.0119,0.0083,0.0095,0.417,0.0064,0.0802,0.0024,0.0003,0.0731,0.2175,0.0012,0.0538,0.0196,0.0217,0.0716,0.7609,0.0156,0.0333,1.8975,0.0043,0.0015,0.0101,0.0217,0.0006,0.0046,0.0829,0.004,0.0055,0.0138,0.0,0.1212,0.0083,0.0196,0.0655,0.0315,0.0092,0.2781,0.0,0.0398,0.0135,0.0514
2021-05-04,0.0008,0.0,0.0,0.0,0.0025,0.0,0.0355,0.0079,0.012,0.6603,0.006,0.0971,0.0027,0.0003,0.0447,0.1405,0.0003,0.0532,0.0134,0.0218,0.1075,1.094,0.1216,0.0592,2.3732,0.0057,0.0019,0.0071,0.0145,0.0,0.0057,0.0922,0.0041,0.0038,0.0087,0.0,0.1159,0.0147,0.0205,0.1064,0.0338,0.0087,0.2823,0.0038,0.1124,0.0093,0.1064
2021-05-05,0.0005,0.0,0.0,0.0,0.0054,0.0008,0.0443,0.0087,0.0084,1.0943,0.0026,0.1016,0.0018,0.0005,0.0586,0.1466,0.0,0.0468,0.0079,0.0522,0.0716,1.0012,0.089,0.0463,2.0965,0.0054,0.0018,0.0072,0.0212,0.0003,0.0041,0.0844,0.0026,0.0041,0.01,0.0,0.162,0.009,0.01,0.12,0.0821,0.0258,0.2883,0.0,0.0611,0.0077,0.0445
2021-05-06,0.0008,0.0,0.0,0.0,0.0105,0.0003,0.0223,0.0105,0.0068,0.8217,0.0015,0.0852,0.001,0.0005,0.0754,0.135,0.0,0.0293,0.008,0.0626,0.0491,0.7852,0.0158,0.0423,2.3275,0.0025,0.002,0.0075,0.0255,0.001,0.0058,0.0811,0.0035,0.0028,0.0153,0.0,0.1926,0.0058,0.0263,0.1282,0.0671,0.014,0.2332,0.0,0.026,0.0108,0.0316
2021-05-07,0.0008,0.0,0.0,0.0,0.0105,0.0,0.0539,0.025,0.0063,0.6689,0.0021,0.109,0.0029,0.0024,0.0321,0.1135,0.0,0.0336,0.0045,0.0754,0.0344,0.9796,0.0102,0.0286,2.2102,0.0029,0.0011,0.0068,0.0205,0.0008,0.0215,0.1127,0.0034,0.0053,0.011,0.0,0.1206,0.0071,0.0168,0.093,0.0546,0.0134,0.3184,0.0,0.0229,0.0097,0.0344
2021-05-08,0.0,0.0,0.0,0.0,0.0092,0.0056,0.0763,0.057,0.0064,0.4691,0.0032,0.0935,0.0004,0.0,0.1304,0.1814,0.0056,0.0309,0.0076,0.0144,0.0197,0.9732,0.0044,0.0935,2.0106,0.0024,0.0016,0.0072,0.0096,0.0004,0.002,0.0991,0.0028,0.002,0.0153,0.0,0.1381,0.0148,0.0289,0.1473,0.0518,0.0068,0.2721,0.0,0.0433,0.0144,0.0289
2021-05-09,0.0,0.0,0.0,0.0,0.0036,0.0009,0.3151,0.0089,0.0027,0.3579,0.0004,0.1132,0.0013,0.0,0.1618,0.2327,0.0018,0.0254,0.0058,0.008,0.0423,0.6191,0.0031,0.0192,1.4958,0.0013,0.0009,0.0062,0.0076,0.0004,0.004,0.1195,0.0022,0.0031,0.0098,0.0,0.1449,0.0111,0.0178,0.5081,0.0548,0.0325,0.3066,0.0,0.0392,0.004,0.0602
2021-05-10,0.0,0.0,0.0,0.0,0.008,0.0008,0.1082,0.0326,0.0039,0.574,0.0036,0.0988,0.0025,0.0,0.1526,0.3306,0.0003,0.0469,0.0069,0.0132,0.0533,0.7028,0.0058,0.0166,1.6926,0.0058,0.0017,0.0061,0.0094,0.0003,0.0088,0.1062,0.0039,0.003,0.027,0.0,0.1336,0.013,0.0312,0.1846,0.0706,0.0295,0.5052,0.0,0.0513,0.0825,0.024
2021-05-11,0.0005,0.0,0.0,0.0,0.0092,0.0015,0.0428,0.0162,0.0075,0.6011,0.0045,0.0871,0.0022,0.0,0.0525,0.1536,0.0002,0.0443,0.006,0.0144,0.0814,1.0561,0.0179,0.0675,2.0658,0.0057,0.0025,0.0075,0.0045,0.0002,0.0017,0.0854,0.003,0.0037,0.0127,0.0,0.054,0.0092,0.0264,0.0722,0.0694,0.011,0.7011,0.0,0.0172,0.0266,0.0164
2021-05-12,0.002,0.0,0.0,0.0,0.0042,0.002,0.0541,0.0193,0.0067,0.97,0.0032,0.0836,0.003,0.0,0.0378,0.1194,0.0,0.0413,0.0064,0.0188,0.0398,0.8674,0.0035,0.0724,1.9568,0.0094,0.0022,0.0121,0.0082,0.0007,0.0037,0.1202,0.0032,0.0042,0.0148,0.0,0.1664,0.0111,0.0381,0.1034,0.0495,0.0062,0.8879,0.0,0.022,0.0252,0.048
2021-05-13,0.0019,0.0,0.0,0.0,0.0032,0.0029,0.0759,0.1029,0.01,0.7911,0.009,0.1481,0.0069,0.0032,0.0418,0.234,0.0008,0.0555,0.0209,0.0531,0.0426,1.1272,0.0169,0.069,2.3742,0.0256,0.0016,0.0426,0.0085,0.0003,0.0005,0.3427,0.0212,0.0034,0.019,0.0003,0.0574,0.0151,0.0288,0.2898,0.1417,0.009,1.192,0.0003,0.0219,0.0619,0.0627
2021-05-14,0.0,0.0,0.0,0.0,0.0141,0.0049,0.0614,0.069,0.0084,1.0679,0.006,0.1103,0.0046,0.0024,0.075,0.2119,0.0,0.038,0.0109,0.0166,0.0416,0.9712,0.0166,0.0383,2.2514,0.0049,0.0043,0.0155,0.016,0.0016,0.0008,0.2119,0.0052,0.0052,0.0198,0.0,0.1657,0.0111,0.0296,0.1652,0.1505,0.0323,1.3075,0.0,0.0158,0.0136,0.038
2021-05-15,0.0009,0.0,0.0,0.0,0.0248,0.0021,0.0291,0.1227,0.0051,0.7203,0.0068,0.065,0.006,0.0004,0.0355,0.1231,0.0,0.0282,0.0077,0.015,0.0286,0.5998,0.103,0.0564,1.7091,0.003,0.0021,0.0107,0.0056,0.009,0.0073,0.1642,0.0026,0.0043,0.0218,0.0,0.0637,0.015,0.0312,0.0504,0.1205,0.0098,1.4432,0.0,0.0462,0.0077,0.0697
2021-05-16,0.0,0.0,0.0,0.0,0.0037,0.0009,0.0263,0.0189,0.0166,0.4257,0.0023,0.0442,0.0032,0.0009,0.0567,0.176,0.0005,0.0226,0.0064,0.0069,0.064,0.5611,0.0327,0.0217,1.4115,0.0032,0.0018,0.0046,0.0041,0.0064,0.0005,0.1013,0.0051,0.0023,0.0327,0.0064,0.0617,0.0069,0.0585,0.0622,0.0977,0.0032,2.0527,0.0,0.0636,0.0051,0.0341
2021-05-17,0.0,0.0,0.0,0.0,0.0046,0.0011,0.0527,0.0216,0.0055,0.4012,0.0022,0.1051,0.0046,0.0011,0.0772,0.2789,0.0,0.0429,0.0033,0.0126,0.0704,0.6395,0.003,0.0218,1.535,0.0049,0.003,0.0098,0.0142,0.0068,0.0025,0.1602,0.0109,0.0019,0.0136,0.0,0.1209,0.0096,0.08,0.1337,0.0581,0.0197,1.2058,0.0,0.0352,0.0082,0.0442
2021-05-18,0.0007,0.0,0.0,0.0,0.0087,0.0007,0.0322,0.0152,0.0105,0.6124,0.0027,0.0864,0.0082,0.0015,0.0502,0.1985,0.0,0.0432,0.0042,0.0075,0.0327,0.6987,0.0262,0.0212,1.5685,0.0032,0.004,0.0095,0.0272,0.0022,0.0027,0.1248,0.0077,0.0032,0.0132,0.0,0.1628,0.022,0.025,0.0941,0.0494,0.0165,0.9941,0.0,0.0332,0.0082,0.0242
2021-05-19,0.0,0.0,0.0,0.0,0.0032,0.0005,0.0746,0.0677,0.0039,0.7694,0.0025,0.2133,0.0081,0.0007,0.0329,0.0942,0.0002,0.0672,0.0032,0.0083,0.0191,0.5618,0.0137,0.0697,1.466,0.0152,0.0064,0.0064,0.0191,0.0037,0.0022,0.3149,0.1031,0.0022,0.0137,0.0,0.2172,0.0174,0.0113,0.1419,0.0437,0.0292,1.1356,0.0,0.0422,0.0032,0.0189
2021-05-20,0.0007,0.0,0.0,0.0,0.0025,0.0005,0.0643,0.051,0.0049,0.8242,0.0054,0.1922,0.0057,0.0002,0.0288,0.1294,0.0,0.0503,0.0022,0.0057,0.0343,0.7523,0.0074,0.0453,1.5652,0.0039,0.0084,0.0054,0.0177,0.001,0.0025,0.256,0.0621,0.0034,0.0138,0.0,0.2267,0.0281,0.0128,0.1306,0.1639,0.0084,1.1024,0.0,0.0315,0.0047,0.0372
2021-05-21,0.0005,0.0,0.0,0.0,0.0045,0.0005,0.0291,0.0205,0.0066,0.7774,0.0026,0.1252,0.0042,0.0,0.0824,0.1787,0.0,0.0317,0.0039,0.0068,0.0677,0.8493,0.015,0.0338,1.8526,0.0024,0.0047,0.006,0.0131,0.0556,0.0097,0.1918,0.0102,0.0029,0.011,0.0,0.0858,0.0084,0.0205,0.0787,0.0601,0.0194,1.1605,0.0,0.0341,0.0039,0.027
2021-05-22,0.0,0.0,0.0,0.0,0.0029,0.0,0.0331,0.0249,0.005,0.5844,0.0033,0.0874,0.0054,0.0004,0.041,0.1168,0.0004,0.0311,0.0033,0.0033,0.0555,0.6519,0.0037,0.0199,1.5938,0.0021,0.0083,0.0037,0.0099,0.007,0.0054,0.1135,0.0066,0.0029,0.029,0.0,0.0572,0.0315,0.0393,0.133,0.0907,0.0058,0.9849,0.0,0.0712,0.0041,0.0191
2021-05-23,0.0,0.0,0.0,0.0,0.0009,0.0,0.0277,0.0573,0.0009,0.5667,0.0018,0.0823,0.0042,0.0005,0.0504,0.1378,0.0005,0.0435,0.0028,0.0023,0.031,0.4151,0.006,0.0259,1.1534,0.0028,0.0028,0.0032,0.0125,0.0023,0.0009,0.1035,0.0065,0.0018,0.0245,0.0,0.1858,0.0092,0.0231,0.1105,0.1294,0.0111,0.9624,0.0,0.0643,0.0023,0.0139
2021-05-24,0.0003,0.0,0.0,0.0003,0.0023,0.002,0.055,0.0318,0.0075,0.4369,0.0061,0.1747,0.0064,0.0012,0.0171,0.088,0.0,0.0564,0.0038,0.061,0.125,0.4513,0.0145,0.0613,1.2528,0.0116,0.0694,0.0026,0.0052,0.0006,0.0023,0.2546,0.0098,0.0014,0.0211,0.0,0.1695,0.0231,0.0362,0.1033,0.0492,0.0217,0.6417,0.0,0.0284,0.0035,0.0755
2021-05-25,0.0,0.0,0.0,0.0,0.0031,0.0003,0.0255,0.1575,0.0079,0.7091,0.0043,0.1254,0.0076,0.0028,0.1045,0.157,0.0005,0.0484,0.0033,0.0729,0.0711,0.7685,0.0143,0.04,1.6762,0.0028,0.0046,0.0089,0.011,0.0186,0.0076,0.1351,0.0104,0.0025,0.0204,0.0,0.1743,0.0074,0.0311,0.0866,0.0362,0.0265,0.6895,0.0,0.0178,0.0041,0.0232
2021-05-26,0.0003,0.0,0.0,0.0,0.0048,0.001,0.0219,0.0922,0.0025,0.6228,0.0045,0.1124,0.0053,0.002,0.0438,0.1139,0.001,0.0479,0.004,0.0564,0.0673,0.6379,0.0043,0.026,1.3517,0.0018,0.0375,0.0073,0.0219,0.0055,0.0088,0.1492,0.0116,0.002,0.0197,0.0,0.1383,0.0146,0.0708,0.0743,0.0582,0.0768,0.4724,0.0,0.0421,0.0043,0.0237
2021-05-27,0.0027,0.0,0.0,0.0,0.0072,0.0007,0.0127,0.0396,0.0027,0.7729,0.0025,0.0911,0.0042,0.005,0.0443,0.1571,0.0002,0.046,0.0022,0.0311,0.0368,0.6828,0.0174,0.0319,1.4713,0.0032,0.0229,0.004,0.0209,0.0012,0.0022,0.0909,0.005,0.0022,0.008,0.0,0.0836,0.0075,0.0799,0.0401,0.0744,0.0281,0.4182,0.0,0.0331,0.004,0.0413
2021-05-28,0.0005,0.0,0.0,0.0,0.0056,0.0003,0.0167,0.0376,0.0026,0.8357,0.0011,0.097,0.0034,0.0236,0.0384,0.1584,0.0003,0.0432,0.0019,0.0119,0.0453,0.655,0.0087,0.035,1.457,0.0019,0.0366,0.0019,0.027,0.0,0.0056,0.1049,0.0034,0.0021,0.0199,0.0,0.1539,0.0162,0.0726,0.0628,0.0755,0.0442,0.4033,0.0,0.0204,0.0048,0.0366
2021-05-29,0.0004,0.0,0.0,0.0,0.0069,0.0013,0.0219,0.0777,0.0026,0.8512,0.0017,0.0489,0.0021,0.0021,0.0339,0.3425,0.0009,0.0223,0.0047,0.0189,0.0588,0.5674,0.0039,0.0464,1.3675,0.0021,0.0017,0.0047,0.0133,0.0,0.0004,0.0777,0.0047,0.0073,0.0142,0.0,0.1245,0.0202,0.0537,0.0365,0.0721,0.0644,0.3073,0.0,0.0605,0.0034,0.0185
2021-05-30,0.0005,0.0,0.0,0.0,0.0089,0.0,0.0066,0.0273,0.0038,0.5108,0.0009,0.0352,0.0023,0.0005,0.0357,0.3256,0.0,0.0122,0.0019,0.0155,0.0324,0.4055,0.0033,0.0254,0.9924,0.0038,0.0014,0.0028,0.0042,0.0014,0.0009,0.0808,0.0075,0.0038,0.0249,0.0,0.1071,0.0587,0.032,0.0489,0.0827,0.0028,0.468,0.0,0.062,0.0028,0.0695
2021-05-31,0.0003,0.0,0.0,0.0123,0.0034,0.0,0.008,0.012,0.0037,0.4853,0.0025,0.0429,0.0019,0.0009,0.0435,0.3282,0.0,0.0179,0.0031,0.0204,0.0491,0.277,0.0015,0.0531,0.8653,0.0034,0.0003,0.0052,0.0052,0.0,0.0003,0.0639,0.0043,0.0028,0.0349,0.0,0.0719,0.0213,0.029,0.021,0.0626,0.0059,0.3486,0.0,0.0472,0.0037,0.0173
2021-06-01,0.0003,0.0,0.0,0.1075,0.0045,0.0008,0.0234,0.0149,0.0056,0.4838,0.0035,0.0913,0.0035,0.0263,0.0441,0.1535,0.0011,0.0544,0.0032,0.06,0.0621,0.5164,0.0082,0.0231,1.2883,0.009,0.0098,0.0082,0.0576,0.0008,0.0056,0.0876,0.0056,0.0037,0.0181,0.0,0.0786,0.0319,0.0332,0.0491,0.0422,0.0112,0.3651,0.0,0.0781,0.0066,0.0189
2021-06-02,0.0008,0.0,0.0,0.0273,0.0034,0.0008,0.0382,0.0354,0.0036,0.6737,0.0026,0.0874,0.0039,0.0377,0.0179,0.0848,0.0003,0.0395,0.0023,0.0114,0.0668,0.6568,0.0099,0.0117,1.3972,0.0039,0.0073,0.0244,0.0715,0.0016,0.0351,0.1061,0.0055,0.0055,0.027,0.0,0.1045,0.0164,0.0195,0.0686,0.0413,0.0055,0.5008,0.0,0.045,0.0286,0.0148
2021-06-03,0.0,0.0,0.0,0.0288,0.0047,0.0,0.0202,0.0136,0.0042,0.6053,0.0026,0.1095,0.0042,0.0427,0.0388,0.1312,0.0003,0.0377,0.0081,0.0107,0.0767,0.5882,0.0026,0.0196,1.5358,0.0031,0.0194,0.0241,0.1551,0.001,0.0126,0.1278,0.0042,0.0034,0.0155,0.0,0.2035,0.0471,0.0346,0.0587,0.0508,0.0492,0.4756,0.0,0.0487,0.0194,0.0265
2021-06-04,0.0003,0.0,0.0,0.1128,0.0068,0.0005,0.0327,0.0219,0.0162,0.9577,0.003,0.1233,0.0081,0.0141,0.0525,0.1204,0.0,0.0479,0.003,0.0087,0.0511,0.6575,0.0157,0.0406,1.4435,0.0078,0.0022,0.0049,0.036,0.0008,0.0054,0.1804,0.0087,0.0041,0.0665,0.0,0.1707,0.0176,0.0124,0.0811,0.0452,0.0849,0.4514,0.0,0.0306,0.0054,0.0281
2021-06-05,0.0004,0.0,0.0,0.0805,0.0026,0.0,0.0202,0.0245,0.0039,0.5212,0.0013,0.0585,0.0069,0.0077,0.0383,0.1373,0.0,0.0215,0.0026,0.0108,0.0676,0.547,0.0034,0.0172,1.4216,0.0034,0.0026,0.0034,0.0198,0.0,0.0013,0.0925,0.0073,0.003,0.0232,0.0,0.0719,0.0263,0.028,0.0456,0.0749,0.0491,0.2845,0.0,0.0534,0.0047,0.0542
2021-06-06,0.0,0.0,0.0,0.1412,0.0019,0.0,0.0281,0.0224,0.0014,0.3871,0.0033,0.0879,0.0005,0.0023,0.0505,0.1216,0.0,0.0318,0.0033,0.0037,0.0785,0.6242,0.0019,0.0215,1.2843,0.0056,0.0108,0.0042,0.0182,0.0005,0.0051,0.2118,0.0075,0.0042,0.015,0.0,0.0916,0.0094,0.0514,0.0524,0.0898,0.0079,0.2183,0.0,0.0524,0.007,0.0131
2021-06-07,0.0,0.0,0.0,0.1145,0.0087,0.0,0.0158,0.0118,0.0031,0.472,0.0017,0.0889,0.0065,0.0175,0.0313,0.1236,0.0,0.0305,0.0023,0.0116,0.103,0.5859,0.0175,0.0104,1.3132,0.0039,0.0056,0.0051,0.0502,0.0006,0.0028,0.1904,0.0073,0.0028,0.0175,0.0,0.1574,0.0034,0.0104,0.156,0.0513,0.0291,0.2604,0.0,0.0307,0.0042,0.0186
2021-06-08,0.001,0.0,0.0,0.0938,0.0077,0.0,0.0196,0.007,0.0049,0.7701,0.0018,0.1008,0.0039,0.0044,0.0487,0.1874,0.0168,0.0425,0.0026,0.0381,0.0881,0.6552,0.0026,0.0237,1.4397,0.0023,0.0082,0.0062,0.0508,0.0013,0.0054,0.2698,0.0121,0.0206,0.0335,0.0,0.1265,0.0039,0.0186,0.1085,0.0219,0.0742,0.2804,0.0,0.0142,0.0088,0.0338
2021-06-09,0.0005,0.0,0.0,0.2036,0.0104,0.0008,0.0807,0.0066,0.0084,0.4933,0.0237,0.0886,0.0018,0.0056,0.0738,0.1395,0.0033,0.098,0.0018,0.0275,0.068,0.7201,0.0046,0.0181,1.5544,0.0033,0.001,0.0524,0.1395,0.0008,0.0053,0.2449,0.0094,0.0043,0.0929,0.0,0.1644,0.0115,0.0865,0.0827,0.0639,0.1044,0.3383,0.0,0.0428,0.0036,0.0224
2021-06-10,0.0005,0.0,0.0,0.1924,0.0066,0.0003,0.0196,0.0156,0.0082,0.4361,0.0214,0.1141,0.0054,0.0043,0.1222,0.3157,0.01,0.0334,0.0084,0.051,0.0954,0.8084,0.0026,0.0174,1.7238,0.0018,0.0026,0.0069,0.0962,0.0,0.0018,0.2792,0.0071,0.0036,0.0373,0.0,0.1677,0.023,0.026,0.0702,0.0441,0.051,0.356,0.0,0.05,0.011,0.0505
2021-06-11,0.0003,0.0,0.0,0.1669,0.0064,0.0003,0.0174,0.0137,0.004,0.5509,0.0024,0.0735,0.003,0.004,0.088,0.1886,0.0,0.0172,0.004,0.0349,0.066,0.815,0.0099,0.0164,1.7249,0.0091,0.0054,0.0048,0.0354,0.0,0.0054,0.1739,0.0054,0.0051,0.0099,0.0,0.1548,0.0419,0.0107,0.0625,0.0427,0.0848,0.3386,0.0,0.0357,0.0059,0.0657
2021-06-12,0.0009,0.0,0.0,0.2513,0.0039,0.0,0.0091,0.0069,0.003,0.4035,0.0004,0.0427,0.0017,0.0017,0.0556,0.1802,0.0004,0.0203,0.0034,0.0103,0.0517,0.566,0.0129,0.0103,1.6053,0.0034,0.003,0.006,0.0108,0.0,0.0073,0.1104,0.0069,0.0073,0.0233,0.0,0.2069,0.0168,0.0065,0.1056,0.0638,0.0272,0.2608,0.0,0.0509,0.0034,0.072
2021-06-13,0.0014,0.0,0.0,0.2902,0.0547,0.0,0.0105,0.0076,0.0024,0.2878,0.0005,0.0428,0.0019,0.001,0.0942,0.3168,0.0,0.0233,0.0014,0.0257,0.0328,0.6042,0.1061,0.0081,1.7992,0.0019,0.0048,0.0029,0.0124,0.0,0.0019,0.0804,0.0086,0.0038,0.0143,0.0,0.2141,0.0205,0.0086,0.069,0.068,0.0128,0.6494,0.0,0.1208,0.0029,0.0461
