datetime,kavanaugh_intensity,hurricane florence_intensity,fortnite_intensity,mollie tibbetts_intensity,michael cohen_intensity,avengers 4_intensity,anthony bourdain_intensity,dez bryant_intensity,black panther_intensity,kate spade_intensity,world cup 2018_intensity,cohen_intensity,xxxtentacion_intensity,le'veon bell_intensity,government shutdown_intensity,mega millions_intensity,red dead redemption 2_intensity,meghan markle_intensity,kawhi leonard_intensity,cryptocurrency_intensity,manafort_intensity,avengers infinity war_intensity,mueller_intensity,demi lovato_intensity,dow jones_intensity,mueller investigation_intensity,ripple_intensity,tsunami_intensity,hawaii_intensity,kanye west_intensity,robert mueller_intensity,weather radar_intensity,khloe kardashian_intensity,kingdom hearts 3_intensity,lebron james_intensity,local news_intensity,shooting_intensity,lakers_intensity,stock market_intensity,markelle fultz_intensity,cleveland browns_intensity,nafta_intensity,eagles_intensity,nicki minaj_intensity,red sox_intensity,kate middleton_intensity,netflix_intensity,instagram_intensity,news today_intensity
2018-10-09,1.2818,0.4053,0.0221,0.0003,0.0183,0.0081,0.0028,0.0041,0.0183,0.0031,0.0005,0.0704,0.0305,0.0117,0.0183,0.0068,0.0043,0.0545,0.0031,0.0536,0.0445,0.0084,0.1117,0.0053,0.1018,0.0274,0.0196,0.1729,0.1717,0.2769,0.0941,0.0016,0.019,0.0,0.0638,0.1192,0.5331,0.0409,0.1121,0.002,0.0229,0.0537,0.1432,0.0168,0.1266,0.0152,0.221,1.0045,0.015
2018-10-10,0.9998,0.665,0.0212,0.0005,0.0304,0.0066,0.0134,0.0026,0.0385,0.0254,0.0002,0.0712,0.169,0.0086,0.0197,0.0189,0.0027,0.0199,0.0065,0.0521,0.0167,0.0074,0.1284,0.0034,0.192,0.0577,0.0247,0.0867,0.1875,0.0665,0.1047,0.0011,0.0084,0.0005,0.033,0.1444,0.8031,0.0406,0.1905,0.001,0.0209,0.0501,0.1055,0.0324,0.1459,0.0304,0.2313,0.8083,0.0123
2018-10-11,0.5843,0.8326,0.0289,0.0005,0.0179,0.0184,0.0037,0.001,0.0396,0.0044,0.001,0.1106,0.0049,0.011,0.007,0.0177,0.0075,0.0411,0.0143,0.059,0.0408,0.0208,0.151,0.0351,0.4107,0.0456,0.0352,0.1962,0.1363,0.4321,0.1288,0.0019,0.0024,0.0003,0.0408,0.0791,0.7313,0.044,0.419,0.0028,0.0383,0.0406,0.1288,0.0127,0.063,0.0292,0.303,0.6109,0.0257
2018-10-12,0.5461,0.358,0.0249,0.0012,0.0726,0.0175,0.0032,0.0021,0.0573,0.0025,0.0012,0.142,0.0011,0.0095,0.0032,0.0496,0.0049,0.2041,0.0032,0.054,0.0082,0.0177,0.068,0.0033,0.2912,0.016,0.0249,0.0794,0.1585,0.4914,0.048,0.0014,0.0021,0.0014,0.0366,0.0749,0.6339,0.0212,0.3282,0.0014,0.0316,0.0263,0.1515,0.0317,0.0671,0.0848,0.236,0.6684,0.0158
2018-10-13,0.6526,0.2235,0.0124,0.0008,0.0471,0.0158,0.0065,0.0011,0.0197,0.0065,0.0,0.1272,0.0028,0.0042,0.068,0.1041,0.0028,0.033,0.0045,0.0655,0.0034,0.0158,0.0505,0.0023,0.1075,0.0065,0.0195,0.0432,0.1809,0.3202,0.0313,0.0014,0.0903,0.0,0.0866,0.0488,0.6681,0.031,0.123,0.0031,0.0305,0.0147,0.1391,0.026,0.0976,0.0164,0.1349,0.3524,0.0116
2018-10-14,0.6812,0.2711,0.0103,0.0006,0.0202,0.0227,0.0027,0.0024,0.0127,0.003,0.0003,0.1774,0.0009,0.0172,0.0311,0.0342,0.0021,0.0493,0.0066,0.062,0.0027,0.0175,0.0511,0.0006,0.0272,0.0054,0.0326,0.061,0.1451,0.256,0.0196,0.0024,0.0036,0.0,0.0786,0.1544,0.7586,0.0199,0.4153,0.0024,0.0305,0.0369,0.126,0.0036,0.107,0.0112,0.139,0.4134,0.0106
2018-10-15,0.5042,0.2129,0.0268,0.0029,0.0138,0.0153,0.0031,0.0007,0.0216,0.0111,0.0009,0.2681,0.0022,0.0169,0.009,0.0403,0.0137,0.5233,0.0108,0.0606,0.0025,0.0128,0.0883,0.0011,0.1333,0.039,0.1784,0.0308,0.1138,0.1484,0.0572,0.0023,0.0054,0.0002,0.0306,0.1011,0.5526,0.0277,0.2262,0.0036,0.0239,0.0315,0.1007,0.0086,0.152,0.039,0.1624,0.7772,0.0077
2018-10-16,0.3732,0.1597,0.0248,0.0015,0.1641,0.0121,0.0074,0.0008,0.0278,0.0062,0.0003,0.3014,0.0013,0.0131,0.0477,0.1522,0.0067,0.2373,0.0188,0.0557,0.0154,0.0092,0.0973,0.0008,0.1263,0.0257,0.0382,0.0453,0.1522,0.1666,0.05,0.0013,0.0023,0.0007,0.0543,0.1028,0.7301,0.0451,0.1654,0.0085,0.0216,0.0333,0.1107,0.0123,0.0742,0.0598,0.1839,0.5534,0.0154
2018-10-17,0.7038,0.1421,0.0162,0.0005,0.1289,0.0106,0.0036,0.001,0.019,0.0023,0.0006,0.1869,0.0086,0.0029,0.0123,0.2766,0.0089,0.1311,0.0136,0.0609,0.1588,0.0172,0.191,0.0016,0.1403,0.0914,0.0322,0.0427,0.1382,0.0744,0.1645,0.001,0.0032,0.0003,0.0606,0.0814,0.7134,0.0318,0.1496,0.0076,0.0211,0.0611,0.0846,0.0703,0.1307,0.0086,0.3241,0.779,0.0119
2018-10-18,0.4346,0.134,0.0165,0.0003,0.0328,0.0093,0.0011,0.002,0.0357,0.0015,0.0005,0.1461,0.0181,0.002,0.0059,0.1937,0.015,0.0769,0.0173,0.0594,0.0589,0.0077,0.2512,0.0446,0.1373,0.1315,0.0457,0.0529,0.1772,0.0547,0.198,0.007,0.0096,0.0002,0.0392,0.0721,0.8488,0.0512,0.141,0.002,0.0152,0.0428,0.0922,0.0224,0.1244,0.0406,0.323,0.5626,0.007
2018-10-19,0.624,0.1302,0.0173,0.0002,0.0383,0.0113,0.0015,0.0017,0.0663,0.002,0.0005,0.1045,0.0026,0.0044,0.0236,0.3581,0.0091,0.1592,0.0063,0.056,0.1321,0.0123,0.334,0.0022,0.1459,0.0943,0.0471,0.0646,0.2769,0.1136,0.292,0.001,0.0024,0.0007,0.0504,0.0637,0.7421,0.0868,0.1995,0.0091,0.027,0.0446,0.1129,0.049,0.176,0.0108,0.2527,0.5965,0.0149
2018-10-20,0.5709,0.1226,0.0118,0.0003,0.0283,0.0058,0.0011,0.0005,0.0167,0.0016,0.0003,0.0839,0.0014,0.003,0.0576,0.5261,0.0093,0.0798,0.0304,0.0645,0.0913,0.0206,0.3572,0.028,0.0614,0.0727,0.0225,0.0387,0.2131,0.0966,0.3369,0.0019,0.0022,0.0008,0.0368,0.051,0.7854,0.0486,0.0938,0.003,0.0406,0.0272,0.1259,0.0132,0.1138,0.0058,0.2271,0.4175,0.0099
2018-10-21,0.2686,0.096,0.0115,0.0003,0.0129,0.0052,0.0009,0.0023,0.0112,0.0026,0.0035,0.0782,0.0023,0.0066,0.0035,0.3986,0.0075,0.1277,0.017,0.0664,0.0144,0.0058,0.0728,0.046,0.0316,0.0288,0.0213,0.088,0.132,0.1228,0.0457,0.0063,0.0058,0.0,0.0664,0.0555,1.0784,0.1139,0.1018,0.0032,0.029,0.0178,0.1492,0.0058,0.2321,0.0069,0.268,0.5472,0.0089
2018-10-22,0.3122,0.0635,0.0235,0.0019,0.0685,0.005,0.0055,0.0111,0.0103,0.0039,0.0018,0.1237,0.0032,0.0134,0.003,0.4016,0.0104,0.1109,0.006,0.0665,0.0515,0.0057,0.1935,0.0356,0.1129,0.1183,0.0301,0.072,0.1539,0.0492,0.161,0.0018,0.0078,0.0,0.0379,0.0651,0.8063,0.1076,0.1431,0.0012,0.0405,0.0448,0.1546,0.0111,0.1173,0.0594,0.3941,0.8277,0.0108
2018-10-23,0.3817,0.0788,0.0159,0.0005,0.0048,0.0037,0.006,0.0097,0.0538,0.0042,0.001,0.0691,0.0006,0.0092,0.0019,0.3718,0.0093,0.1761,0.0081,0.0583,0.0071,0.0034,0.1128,0.0074,0.1327,0.0477,0.0216,0.0453,0.1765,0.0319,0.0931,0.0037,0.0021,0.0,0.049,0.0648,1.0726,0.0976,0.188,0.0018,0.0295,0.0179,0.1107,0.0628,0.1802,0.0105,0.2527,0.8335,0.0148
2018-10-24,0.3114,0.0819,0.0273,0.0008,0.0046,0.006,0.003,0.001,0.0209,0.0076,0.0006,0.0707,0.0233,0.0074,0.0043,0.6976,0.0125,0.0544,0.0033,0.0504,0.0138,0.0043,0.07,0.0014,0.1708,0.0369,0.026,0.0368,0.1921,0.0697,0.0487,0.0019,0.0357,0.0005,0.0231,0.1128,0.8298,0.0563,0.1929,0.0074,0.0273,0.0135,0.1082,0.1048,0.233,0.0113,0.2558,0.5785,0.0182
2018-10-25,0.3291,0.0866,0.0176,0.0006,0.0097,0.007,0.0051,0.003,0.0217,0.0064,0.0008,0.0604,0.0061,0.0047,0.003,0.3445,0.0538,0.0947,0.0081,0.0582,0.0076,0.0064,0.0834,0.0016,0.2402,0.0237,0.0658,0.0281,0.324,0.0462,0.0671,0.0017,0.0036,0.0002,0.0287,0.0799,0.9839,0.0485,0.3327,0.0022,0.0234,0.022,0.1048,0.0243,0.2238,0.0081,0.2826,0.5241,0.0137
2018-10-26,0.2494,0.0866,0.0377,0.0005,0.0214,0.0106,0.0017,0.0025,0.0462,0.0037,0.0018,0.1176,0.0042,0.0057,0.0012,0.0667,0.0357,0.1742,0.0055,0.0496,0.0034,0.006,0.0742,0.0077,0.1756,0.0156,0.0819,0.0744,0.1652,0.097,0.0546,0.0012,0.0057,0.0007,0.0345,0.0786,1.1045,0.0347,0.295,0.0007,0.0273,0.0204,0.1213,0.0099,0.1421,0.0075,0.3173,0.579,0.0196
2018-10-27,0.3028,0.136,0.0307,0.0,0.0013,0.0159,0.0011,0.0046,0.0655,0.0011,0.0003,0.1309,0.0019,0.0043,0.0143,0.0547,0.0299,0.0633,0.0119,0.0544,0.0086,0.0105,0.0744,0.004,0.0625,0.0167,0.018,0.0358,0.2314,0.0288,0.0563,0.0024,0.0016,0.0003,0.0202,0.0638,2.4625,0.0339,0.1985,0.0011,0.0253,0.031,0.1282,0.0186,0.4017,0.004,0.2314,0.5555,0.0331
2018-10-28,0.1631,0.1099,0.0137,0.0,0.0094,0.0088,0.0023,0.0085,0.0148,0.0014,0.0026,0.4857,0.002,0.0154,0.0011,0.2113,0.0171,0.0575,0.0026,0.0635,0.0028,0.0065,0.0552,0.0663,0.0233,0.0364,0.0171,0.0615,0.1105,0.0268,0.0416,0.0011,0.0103,0.0003,0.0626,0.0732,3.4309,0.0908,0.1173,0.0074,0.1839,0.0103,0.1973,0.0031,0.3109,0.0057,0.1239,0.5077,0.0168
2018-10-29,0.2326,0.0805,0.0155,0.0002,0.0158,0.0105,0.0031,0.0003,0.0251,0.0036,0.0002,0.3303,0.005,0.0143,0.0019,0.0628,0.0256,0.086,0.0057,0.0693,0.0021,0.01,0.1111,0.0107,0.1719,0.0422,0.0542,0.0485,0.1149,0.1187,0.0967,0.0012,0.0083,0.0003,0.0437,0.0723,2.7704,0.043,0.2281,0.0012,0.0984,0.0122,0.1117,0.0492,0.4978,0.0048,0.1669,0.75,0.0227
2018-10-30,0.1496,0.1421,0.0143,0.0003,0.0077,0.0081,0.0008,0.0015,0.022,0.0049,0.0003,0.2169,0.0018,0.0109,0.0018,0.0091,0.043,0.0453,0.0178,0.0813,0.0251,0.0122,0.1279,0.0052,0.1684,0.0235,0.03,0.0411,0.2028,0.0489,0.1041,0.001,0.0037,0.0002,0.0352,0.0861,2.215,0.0326,0.216,0.0081,0.0494,0.0285,0.1204,0.1017,0.1499,0.0103,0.3253,0.8303,0.0181
2018-10-31,0.2121,0.1009,0.0199,0.0006,0.0032,0.0087,0.0019,0.0011,0.0489,0.0032,0.0002,0.0875,0.0029,0.0099,0.0027,0.0085,0.021,0.111,0.0139,0.0579,0.0178,0.0165,0.1337,0.008,0.114,0.0224,0.0216,0.0253,0.1756,0.1813,0.1044,0.0014,0.0563,0.0,0.0244,0.0744,1.7541,0.058,0.1999,0.0038,0.0258,0.0127,0.1095,0.0924,0.1744,0.0067,0.2734,0.8206,0.0122
2018-11-01,0.1776,0.0879,0.0191,0.0005,0.0018,0.0059,0.0064,0.0012,0.0218,0.0025,0.0007,0.081,0.0022,0.0054,0.0057,0.008,0.0139,0.0589,0.0084,0.0542,0.0049,0.0132,0.1174,0.0091,0.1308,0.0184,0.0268,0.031,0.1625,0.078,0.0701,0.001,0.0352,0.0002,0.0451,0.0719,1.4148,0.0513,0.1764,0.0017,0.0211,0.023,0.1103,0.033,0.1308,0.0431,0.3326,0.8455,0.0161
2018-11-02,0.2917,0.1716,0.0101,0.0084,0.0124,0.0056,0.0037,0.0016,0.0467,0.003,0.0009,0.0844,0.0012,0.0183,0.0019,0.0054,0.0178,0.0438,0.0061,0.0752,0.0077,0.0098,0.1436,0.0007,0.1375,0.0511,0.0234,0.0576,0.2913,0.0752,0.1122,0.0016,0.0406,0.0007,0.0363,0.0783,1.2694,0.0363,0.1732,0.0054,0.0209,0.014,0.1176,0.0108,0.0794,0.0251,0.2988,0.476,0.0167
2018-11-03,0.4788,0.0877,0.0072,0.0021,0.0144,0.0059,0.0083,0.0011,0.0147,0.0043,0.0,0.0618,0.0008,0.0053,0.0091,0.0086,0.0155,0.0147,0.0174,0.0506,0.0559,0.011,0.1107,0.0155,0.0463,0.042,0.0211,0.0481,0.3092,0.0233,0.0872,0.0019,0.0233,0.0005,0.0278,0.0567,2.0378,0.0481,0.1193,0.0027,0.0187,0.0083,0.1091,0.0583,0.0925,0.0048,0.1094,0.5662,0.0131
2018-11-04,0.3694,0.0822,0.0083,0.0033,0.0056,0.0059,0.0015,0.0006,0.0122,0.003,0.0,0.0478,0.0,0.0157,0.0065,0.0042,0.0047,0.0395,0.0074,0.0522,0.005,0.0122,0.1697,0.008,0.0217,0.0294,0.0243,0.059,0.2365,0.0131,0.135,0.0024,0.0068,0.0003,0.0353,0.0994,1.3506,0.0537,0.1038,0.0047,0.0276,0.0721,0.1305,0.0131,0.0338,0.0059,0.0819,0.4741,0.0068
2018-11-05,0.2923,0.0679,0.0261,0.0059,0.0061,0.0102,0.0075,0.0016,0.0193,0.0018,0.0007,0.1225,0.0048,0.0134,0.0298,0.0254,0.0136,0.0518,0.0163,0.06,0.0038,0.0113,0.0895,0.0168,0.1275,0.0232,0.0261,0.0293,0.1229,0.0545,0.0638,0.0021,0.0575,0.0007,0.0357,0.0759,1.0036,0.0398,0.1986,0.002,0.0302,0.047,0.0909,0.0859,0.0477,0.0091,0.1163,0.7928,0.013
2018-11-06,0.5097,0.0456,0.0203,0.0003,0.0053,0.0053,0.002,0.0093,0.0187,0.001,0.0005,0.1061,0.0045,0.0094,0.04,0.0354,0.0116,0.0511,0.0073,0.0516,0.003,0.0114,0.129,0.0397,0.1222,0.0131,0.0375,0.0453,0.1855,0.0245,0.1032,0.0013,0.0203,0.0005,0.0212,0.0779,0.8683,0.0236,0.1757,0.002,0.0231,0.0217,0.0808,0.036,0.0413,0.0043,0.1223,0.8878,0.016
2018-11-07,0.738,0.0607,0.0145,0.0002,0.0389,0.0046,0.0032,0.0291,0.0234,0.0018,0.0002,0.104,0.0014,0.0113,0.0543,0.0104,0.0135,0.0686,0.0046,0.0456,0.0303,0.0068,0.5515,0.0341,0.1539,0.2856,0.1585,0.0922,0.2171,0.0503,0.5004,0.0013,0.0037,0.0006,0.0166,0.0739,0.7852,0.0233,0.1613,0.0016,0.0306,0.0358,0.1153,0.0102,0.0299,0.0029,0.1986,0.9349,0.0169
2018-11-08,0.471,0.0667,0.0129,0.0002,0.0989,0.0102,0.0042,0.0332,0.0173,0.0018,0.0,0.1689,0.0024,0.0168,0.0227,0.0294,0.0227,0.0366,0.0104,0.0623,0.0472,0.017,0.6561,0.0448,0.1345,0.4755,0.0395,0.0388,0.1993,0.057,0.5467,0.0073,0.0023,0.0005,0.026,0.0861,1.8736,0.0413,0.1704,0.0016,0.0222,0.0236,0.1107,0.006,0.0401,0.0115,0.198,0.6075,0.0131
2018-11-09,0.1671,0.0771,0.0107,0.0003,0.1064,0.0237,0.0042,0.0189,0.0188,0.0015,0.0007,0.1688,0.0066,0.0279,0.0159,0.0083,0.0156,0.0167,0.0032,0.0462,0.0267,0.0631,0.685,0.0443,0.1223,0.5088,0.0355,0.0269,0.3586,0.067,0.5275,0.0017,0.0555,0.0005,0.0173,0.1133,1.9486,0.034,0.1402,0.0017,0.0154,0.02,0.1338,0.0085,0.0448,0.0626,0.2368,1.1111,0.0264
2018-11-10,0.126,0.0531,0.0111,0.0,0.0697,0.0103,0.0018,0.0439,0.0132,0.0021,0.0,0.1009,0.0026,0.0103,0.0185,0.0029,0.0098,0.0143,0.005,0.0549,0.014,0.028,0.4163,0.0008,0.0621,0.298,0.0232,0.0309,0.1469,0.1308,0.3466,0.0018,0.1408,0.0008,0.0864,0.0954,1.8461,0.0682,0.0991,0.0077,0.0092,0.0108,0.1464,0.0092,0.0404,0.0079,0.1223,0.8618,0.0114
2018-11-11,0.1067,0.0556,0.0145,0.0,0.0113,0.0078,0.0055,0.0365,0.0333,0.0009,0.0003,0.0646,0.009,0.0104,0.1203,0.0029,0.0041,0.0261,0.0067,0.0522,0.007,0.0174,0.306,0.0009,0.033,0.2023,0.0339,0.0585,0.1501,0.0469,0.2562,0.0023,0.0388,0.0023,0.0501,0.0675,1.3265,0.0571,0.1988,0.0064,0.0258,0.0041,0.1916,0.0043,0.027,0.0194,0.1078,0.6695,0.011
2018-11-12,0.0511,0.0398,0.02,0.0004,0.0306,0.0167,0.0139,0.0269,0.3608,0.0099,0.0,0.0929,0.0022,0.0154,0.0775,0.0016,0.0092,0.0132,0.0073,0.0577,0.0073,0.1056,0.3092,0.0011,0.1673,0.1396,0.0258,0.0242,0.2668,0.0946,0.202,0.0029,0.0533,0.0013,0.0359,0.0607,1.2015,0.0381,0.1712,0.0081,0.0319,0.0114,0.1862,0.0988,0.0137,0.0082,0.1525,0.9924,0.0117
2018-11-13,0.0663,0.0575,0.0245,0.0006,0.0116,0.0213,0.0063,0.0129,0.2705,0.0035,0.0005,0.085,0.0019,0.024,0.0684,0.0052,0.0093,0.0662,0.0072,0.0721,0.0151,0.0749,0.4048,0.0077,0.1664,0.1689,0.0475,0.034,0.1275,0.1501,0.256,0.0014,0.0074,0.0008,0.0353,0.0915,1.0901,0.0398,0.1509,0.009,0.0216,0.0089,0.1008,0.0101,0.02,0.0053,0.2718,0.9177,0.0145
2018-11-14,0.0957,0.0488,0.0278,0.0054,0.0119,0.0079,0.0019,0.0016,0.1261,0.0035,0.0,0.0743,0.0017,0.024,0.0518,0.0825,0.006,0.0461,0.0064,0.073,0.0143,0.014,0.3005,0.0087,0.1134,0.1903,0.028,0.0186,0.1366,0.0498,0.2499,0.0021,0.0048,0.0,0.0227,0.0674,1.1521,0.0259,0.1018,0.0076,0.0164,0.0052,0.0967,0.0092,0.0286,0.0617,0.2759,0.8726,0.0181
2018-11-15,0.1136,0.0511,0.0201,0.0247,0.1138,0.0093,0.0042,0.0025,0.0412,0.0064,0.0006,0.1887,0.0017,0.0156,0.0415,0.0184,0.0112,0.0498,0.0093,0.0638,0.0185,0.0102,0.2613,0.0017,0.1158,0.1183,0.033,0.0266,0.143,0.102,0.2172,0.002,0.0258,0.0002,0.0451,0.0597,0.9336,0.063,0.1232,0.0031,0.0143,0.0165,0.1139,0.0327,0.0416,0.0113,0.1757,0.851,0.0138
2018-11-16,0.1106,0.035,0.0129,0.0,0.0284,0.0112,0.0034,0.0022,0.0515,0.0066,0.0014,0.0997,0.001,0.0086,0.0582,0.0056,0.0098,0.0198,0.0032,0.0791,0.0281,0.0103,0.635,0.0024,0.1353,0.3804,0.0239,0.0245,0.1603,0.023,0.587,0.0017,0.0146,0.001,0.0152,0.0628,0.893,0.0256,0.1092,0.0008,0.0107,0.0105,0.0813,0.0474,0.0814,0.0454,0.2539,0.6322,0.0129
2018-11-17,0.0489,0.0584,0.0092,0.0003,0.0898,0.0074,0.0024,0.0016,0.0441,0.0156,0.0016,0.1784,0.0037,0.0055,0.0357,0.0066,0.0129,0.0359,0.0299,0.0674,0.0272,0.0063,0.3959,0.0066,0.047,0.1652,0.0238,0.0898,0.1081,0.0914,0.3578,0.0013,0.0042,0.0003,0.0201,0.0626,1.0737,0.0312,0.0756,0.0145,0.009,0.0166,0.1231,0.0063,0.0497,0.0087,0.1586,0.589,0.0111
2018-11-18,0.0363,0.09,0.0337,0.0,0.0149,0.0063,0.0012,0.0024,0.0131,0.0045,0.0006,0.0494,0.0006,0.0083,0.0185,0.0066,0.0077,0.0241,0.0083,0.0503,0.0149,0.0074,0.2714,0.0447,0.0203,0.1862,0.0134,0.0658,0.0998,0.0986,0.2341,0.0018,0.0027,0.0006,0.0203,0.064,1.1218,0.031,0.0611,0.0015,0.0697,0.0119,0.1492,0.0048,0.0173,0.0036,0.129,0.4691,0.0098
2018-11-19,0.0327,0.0273,0.0382,0.0,0.0045,0.0082,0.0089,0.0025,0.0404,0.0027,0.0002,0.0653,0.0013,0.0033,0.0542,0.0053,0.0171,0.0957,0.004,0.0679,0.0056,0.016,0.3117,0.008,0.1248,0.2021,0.0224,0.0222,0.2347,0.0348,0.2491,0.002,0.0588,0.0002,0.0568,0.1008,0.7006,0.0531,0.1796,0.0016,0.0395,0.0087,0.163,0.0204,0.0246,0.0055,0.1748,0.9603,0.0167
2018-11-20,0.0376,0.0432,0.0238,0.0005,0.005,0.0072,0.0105,0.0053,0.0379,0.0032,0.0,0.1217,0.0013,0.0022,0.0057,0.0025,0.009,0.0965,0.006,0.0837,0.0072,0.0223,0.1803,0.0018,0.2161,0.0752,0.0615,0.0291,0.2378,0.0256,0.1445,0.0143,0.0043,0.0017,0.0274,0.0975,1.7185,0.0291,0.2164,0.0053,0.0168,0.0068,0.1138,0.0238,0.0341,0.0537,0.2818,0.8456,0.0123
2018-11-21,0.1218,0.0638,0.0123,0.0,0.01,0.0035,0.0131,0.0002,0.0638,0.0033,0.0003,0.0894,0.0016,0.0026,0.0054,0.0043,0.0127,0.0823,0.0082,0.0565,0.0071,0.0279,0.3087,0.0163,0.1852,0.0884,0.0186,0.0288,0.2846,0.0739,0.2662,0.0035,0.0595,0.0008,0.0291,0.0769,1.0027,0.0246,0.1671,0.0056,0.0118,0.0115,0.1057,0.0094,0.0302,0.0682,0.2176,0.6605,0.0171
2018-11-22,0.148,0.0359,0.0155,0.0002,0.0226,0.004,0.0049,0.0,0.0282,0.0011,0.0005,0.0657,0.0009,0.0022,0.0726,0.0051,0.0117,0.0125,0.0063,0.0458,0.0032,0.0128,0.1536,0.0527,0.0628,0.0782,0.0125,0.0296,0.3727,0.0177,0.1291,0.0018,0.0069,0.0005,0.0318,0.0782,0.7606,0.0404,0.0821,0.0134,0.0106,0.0072,0.0953,0.0529,0.0193,0.0045,0.1975,0.6234,0.0099
2018-11-23,0.0592,0.0332,0.0148,0.0002,0.0054,0.0068,0.0026,0.0032,0.0184,0.0094,0.0,0.1882,0.0004,0.0019,0.1274,0.0218,0.0118,0.0154,0.0032,0.0539,0.0053,0.0094,0.263,0.0111,0.1078,0.0733,0.0115,0.0252,0.1781,0.0124,0.2427,0.0013,0.0105,0.0004,0.0229,0.0571,0.8942,0.0184,0.1384,0.009,0.0199,0.0077,0.1005,0.0441,0.0177,0.0053,0.1093,0.4653,0.0066
2018-11-24,0.145,0.0415,0.011,0.0,0.0047,0.005,0.0039,0.0017,0.0195,0.0132,0.0003,0.0355,0.0008,0.0019,0.0061,0.005,0.0091,0.0272,0.0077,0.0597,0.0039,0.011,0.3067,0.0446,0.0432,0.1323,0.0223,0.0355,0.2223,0.0143,0.244,0.0014,0.0193,0.0,0.0245,0.0528,1.1443,0.0399,0.1087,0.0047,0.0201,0.0041,0.2071,0.003,0.0069,0.0121,0.1128,0.6071,0.0107
2018-11-25,0.0433,0.0568,0.0085,0.0,0.007,0.0056,0.0015,0.0,0.0492,0.0018,0.0006,0.0354,0.0015,0.002,0.0126,0.002,0.0088,0.0205,0.007,0.0755,0.0108,0.0114,0.2933,0.002,0.0176,0.1566,0.0281,0.0544,0.1019,0.0228,0.2585,0.0029,0.1221,0.0015,0.0117,0.0542,1.3993,0.0228,0.0796,0.0064,0.0463,0.0056,0.1595,0.0097,0.0079,0.007,0.0826,0.5012,0.0044
2018-11-26,0.0844,0.0486,0.0099,0.0,0.0169,0.0051,0.0025,0.0009,0.0844,0.0039,0.0002,0.0644,0.0011,0.002,0.0186,0.0005,0.0202,0.0743,0.0133,0.0917,0.0202,0.0181,0.3508,0.0332,0.1199,0.1476,0.0892,0.0199,0.1937,0.0582,0.2783,0.0023,0.0525,0.0014,0.0142,0.0883,1.0055,0.0252,0.1265,0.0044,0.0362,0.0108,0.1561,0.0082,0.0206,0.0106,0.1426,0.751,0.0114
2018-11-27,0.247,0.0407,0.0227,0.0003,0.0082,0.0058,0.0025,0.0005,0.0756,0.0021,0.0,0.0722,0.0021,0.0035,0.0405,0.0633,0.0211,0.0738,0.0061,0.0694,0.4561,0.0084,0.595,0.0015,0.1028,0.1536,0.0282,0.0196,0.161,0.0247,0.5241,0.0015,0.0028,0.0007,0.0189,0.0624,0.9456,0.0175,0.1551,0.0043,0.0325,0.0246,0.0977,0.0181,0.0221,0.0112,0.1824,0.7016,0.0173
2018-11-28,0.09,0.0444,0.067,0.0002,0.01,0.0077,0.0207,0.0003,0.0248,0.0113,0.0006,0.0896,0.0006,0.0031,0.1068,0.0066,0.0115,0.0937,0.0103,0.0712,0.381,0.0184,0.6808,0.0127,0.1615,0.35,0.0295,0.0323,0.2411,0.0305,0.628,0.0015,0.0045,0.0003,0.037,0.115,0.8482,0.0318,0.2341,0.0026,0.0161,0.0352,0.0916,0.0198,0.0205,0.0886,0.2553,0.7893,0.0155
2018-11-29,0.0743,0.0367,0.0166,0.0002,0.4613,0.0173,0.0111,0.0024,0.0224,0.0132,0.0002,0.5884,0.0013,0.0026,0.0459,0.0174,0.0102,0.0867,0.0061,0.0641,0.242,0.0228,0.6386,0.0137,0.1455,0.3357,0.0241,0.0307,0.1842,0.04,0.5706,0.0015,0.0386,0.0002,0.0291,0.1476,0.8616,0.0308,0.1768,0.0048,0.0168,0.0612,0.0893,0.0189,0.03,0.0409,0.2219,0.7239,0.0139
2018-11-30,0.0455,0.0417,0.0132,0.0,0.7293,0.0371,0.0104,0.005,0.0583,0.0044,0.0,0.873,0.0007,0.0015,0.0539,0.0077,0.0113,0.0496,0.0216,0.0792,0.3275,0.044,0.5826,0.0086,0.1276,0.2728,0.0438,0.3544,0.1839,0.0696,0.5059,0.001,0.0017,0.0,0.0323,0.0689,0.953,0.0311,0.1885,0.0029,0.0159,0.3327,0.1103,0.0474,0.0262,0.0325,0.2381,0.7943,0.0251
2018-12-01,0.0231,0.0631,0.0088,0.0,0.3999,0.0114,0.0161,0.0018,0.0286,0.0068,0.0005,0.4929,0.0013,0.001,0.0346,0.0073,0.0047,0.0774,0.006,0.0748,0.1198,0.0203,0.415,0.0099,0.0522,0.185,0.0395,1.4021,0.159,0.039,0.3583,0.001,0.001,0.0005,0.0278,0.0595,0.8686,0.0408,0.1156,0.0062,0.0195,0.2229,0.1271,0.0109,0.0216,0.0499,0.2086,0.423,0.0398
