datetime,hurricane milton_intensity,jd vance_intensity,tim walz_intensity,kamala harris_intensity,vance_intensity,trump shot_intensity,olympics_intensity,diddy_intensity,milton_intensity,iphone 16_intensity,liam payne_intensity,presidential polls_intensity,election results_intensity,p diddy_intensity,sean combs_intensity,harris_intensity,bird flu_intensity,election_intensity,houthis_intensity,boeing_intensity,iran israel_intensity,hezbollah_intensity,israel iran_intensity,trump_intensity,jay z_intensity,nvidia_intensity,nvidia stock_intensity,hurricane_intensity,kate middleton_intensity,rfk jr_intensity,donald trump_intensity,lebanon_intensity,venezuela_intensity,ben affleck_intensity,intel_intensity,spacex_intensity,drake_intensity,democrats_intensity,melania trump_intensity,joe biden_intensity,syria_intensity,taylor swift travis kelce_intensity,biden_intensity
2024-03-04,0.0,0.0043,0.0049,0.3301,0.0222,0.0,0.0795,0.0152,0.0211,0.0011,0.0016,0.0016,0.1412,0.0011,0.0022,0.4816,0.0,1.402,0.0363,0.158,0.0,0.039,0.0016,1.3933,0.0043,0.0985,0.006,0.0411,0.0092,0.0016,1.2131,0.1033,0.0465,0.0173,0.0357,0.1098,0.0519,0.566,0.0005,0.9415,0.0271,0.0022,1.3365
2024-03-05,0.0,0.0068,0.0639,0.1242,0.0288,0.0021,0.0901,0.0293,0.0341,0.0026,0.0,0.0021,0.0817,0.0,0.0162,0.3511,0.0005,1.4535,0.0456,0.0964,0.0,0.0451,0.001,1.4079,0.0288,0.087,0.0063,0.0817,0.0288,0.0031,1.2072,0.0749,0.0582,0.0058,0.0508,0.0692,0.1168,0.8362,0.0005,0.8352,0.022,0.0094,1.4042
2024-03-06,0.0,0.0036,0.015,0.1051,0.0264,0.001,0.0544,0.0093,0.0492,0.0026,0.0,0.0062,0.2408,0.0005,0.001,0.3371,0.0,2.3327,0.101,0.0839,0.0,0.0223,0.001,2.1965,0.0186,0.0808,0.0047,0.0627,0.015,0.0021,1.8936,0.0575,0.0813,0.0088,0.0611,0.0528,0.0963,1.3442,0.001,1.5518,0.0243,0.0098,2.1426
2024-03-07,0.0,0.0145,0.0086,0.0562,0.0428,0.0005,0.0584,0.0048,0.0353,0.0005,0.0,0.0011,0.098,0.0005,0.0005,0.2313,0.0,1.5346,0.1001,0.1162,0.0,0.0177,0.0,1.3509,0.0171,0.0685,0.0048,0.0493,0.0193,0.0054,1.1132,0.0776,0.0926,0.0262,0.0423,0.0525,0.0803,0.9686,0.0011,1.0896,0.0289,0.0,1.6058
2024-03-08,0.0,0.0056,0.0087,0.0872,0.0324,0.0031,0.0648,0.01,0.0224,0.0012,0.0,0.0012,0.0417,0.0,0.0006,0.3152,0.0,1.6595,0.0168,0.1707,0.0006,0.0174,0.0006,1.6795,0.01,0.0897,0.0093,0.0461,0.0442,0.0044,1.4639,0.0561,0.0835,0.0206,0.0349,0.0318,0.0853,1.087,0.0,1.8427,0.0417,0.0044,2.5404
2024-03-09,0.0,0.0053,0.0129,0.0946,0.0247,0.0,0.0787,0.0053,0.017,0.0018,0.0006,0.0029,0.0452,0.0,0.0024,0.2492,0.0012,1.0531,0.0353,0.164,0.0006,0.0558,0.0006,0.9814,0.0082,0.0588,0.0082,0.0441,0.0088,0.0018,0.8233,0.0934,0.2069,0.0065,0.0323,0.0188,0.0541,0.6311,0.0123,1.1636,0.0306,0.0235,1.5908
2024-03-10,0.0,0.0029,0.0012,0.0611,0.0159,0.0,0.0546,0.0012,0.0211,0.0023,0.0,0.0,0.0517,0.0,0.0006,0.208,0.0018,1.0663,0.0123,0.2385,0.0023,0.054,0.0,0.8736,0.0029,0.0652,0.0082,0.0552,0.0253,0.0018,0.6897,0.131,0.2591,0.01,0.0305,0.0176,0.0535,0.5299,0.0023,1.0645,0.0787,0.0023,1.3835
2024-03-11,0.0,0.0065,0.0081,0.0624,0.0287,0.0015,0.0569,0.0025,0.0302,0.002,0.0,0.0015,0.0453,0.0,0.001,0.2501,0.0015,1.2263,0.0337,0.1298,0.003,0.0156,0.001,1.1317,0.0096,0.1107,0.0216,0.073,0.0684,0.001,0.9324,0.0408,0.0785,0.0362,0.0574,0.0423,0.0986,0.5188,0.0035,1.0089,0.0347,0.0075,1.5322
2024-03-12,0.0,0.037,0.0112,0.0352,0.0599,0.0006,0.0417,0.0047,0.0276,0.0035,0.0,0.0,0.0723,0.0,0.0012,0.2268,0.0012,1.3593,0.0294,0.3249,0.0018,0.0734,0.0023,1.404,0.0276,0.0928,0.0123,0.0558,0.0693,0.0059,1.1537,0.094,0.074,0.0053,0.0452,0.1022,0.0728,0.8177,0.0059,1.186,0.0558,0.0012,1.8457
2024-03-13,0.0,0.0064,0.007,0.0316,0.0491,0.0,0.0731,0.0029,0.0222,0.0006,0.0,0.0012,0.1134,0.0,0.0012,0.273,0.0006,1.7231,0.0134,0.2192,0.0,0.038,0.0012,1.5957,0.0397,0.1081,0.0181,0.0538,0.0321,0.0187,1.3783,0.0649,0.0812,0.0064,0.0444,0.0742,0.1046,0.8353,0.0035,1.442,0.0304,0.0035,2.0165
2024-03-14,0.0,0.0098,0.0393,0.1362,0.0466,0.0012,0.081,0.0043,0.0319,0.0018,0.0012,0.0,0.0282,0.0006,0.0025,0.354,0.0055,1.1756,0.0307,0.1031,0.0,0.0245,0.0031,0.959,0.0092,0.0994,0.011,0.0583,0.0307,0.0129,0.7848,0.043,0.0693,0.0086,0.0534,0.2184,0.1295,0.5541,0.0031,0.8651,0.0209,0.0018,1.3677
2024-03-15,0.0,0.0075,0.0281,0.0624,0.0424,0.0094,0.0518,0.0031,0.1673,0.0012,0.0,0.0044,0.0705,0.0,0.0,0.2241,0.0037,1.4544,0.0493,0.103,0.0006,0.0194,0.0031,1.2628,0.0075,0.0718,0.01,0.068,0.0774,0.0144,1.0786,0.0306,0.0549,0.0112,0.0375,0.0487,0.108,0.4276,0.015,0.759,0.0343,0.0231,1.1486
2024-03-16,0.0,0.0088,0.0095,0.0489,0.0372,0.0007,0.0598,0.0044,0.0387,0.0022,0.0,0.0117,0.0452,0.0,0.0015,0.1379,0.0088,1.1833,0.0139,0.2437,0.0015,0.0277,0.0007,0.785,0.0117,0.0598,0.0168,0.0372,0.0357,0.008,0.6288,0.0299,0.0744,0.0051,0.0343,0.0576,0.1277,0.399,0.0058,0.4611,0.0292,0.0036,0.8382
2024-03-17,0.0,0.0478,0.0043,0.0844,0.0714,0.005,0.0646,0.0112,0.0267,0.0025,0.0006,0.0019,0.0242,0.0006,0.0056,0.2036,0.0025,1.3274,0.041,0.0553,0.0068,0.0745,0.0012,0.8046,0.005,0.0565,0.0149,0.0348,0.0397,0.0087,0.6829,0.0832,0.0397,0.0106,0.0273,0.0186,0.0776,0.4383,0.0012,0.6308,0.0857,0.0031,0.8822
2024-03-18,0.0,0.0217,0.0063,0.0416,0.0439,0.0017,0.0804,0.0137,0.0279,0.0068,0.0,0.0011,0.1232,0.0006,0.0125,0.195,0.0034,1.4438,0.0103,0.0929,0.0011,0.0359,0.0011,0.9049,0.0091,0.1357,0.012,0.0496,0.0781,0.0285,0.7037,0.0393,0.0861,0.0051,0.0507,0.0314,0.1426,0.3649,0.0006,0.6837,0.0582,0.0023,1.1211
2024-03-19,0.0,0.0262,0.0063,0.0478,0.0586,0.0006,0.0945,0.0028,0.041,0.0057,0.0,0.0006,0.0865,0.0006,0.0,0.1918,0.0023,1.3463,0.0142,0.0762,0.0,0.0279,0.0,1.3702,0.008,0.1997,0.0114,0.0398,0.0632,0.0074,1.1369,0.0478,0.0563,0.0068,0.0615,0.0882,0.0927,0.5332,0.0011,0.7414,0.0455,0.004,1.3156
2024-03-20,0.0,0.047,0.0067,0.0328,0.0917,0.0,0.1088,0.0029,0.0527,0.0033,0.0,0.0014,0.1686,0.0,0.001,0.2556,0.0033,1.6108,0.0143,0.0755,0.0014,0.0124,0.001,1.4042,0.0418,0.1245,0.0114,0.0485,0.0409,0.0062,1.1956,0.0646,0.0656,0.0228,0.1634,0.0356,0.1088,0.8113,0.047,1.0878,0.0371,0.0119,1.702
2024-03-21,0.0,0.0032,0.0054,0.0485,0.0259,0.0,0.0626,0.0038,0.035,0.0022,0.0005,0.0005,0.048,0.0,0.0016,0.2286,0.0049,1.1804,0.0129,0.0458,0.0102,0.0054,0.0022,0.9194,0.0205,0.0626,0.0065,0.0448,0.0442,0.0054,0.7549,0.0464,0.1343,0.0038,0.117,0.0248,0.1025,0.7441,0.0146,0.8164,0.0259,0.0097,1.3491
2024-03-22,0.0,0.0006,0.0042,0.0314,0.0223,0.0,0.0592,0.003,0.0296,0.0036,0.0006,0.0006,0.0217,0.0006,0.0006,0.1769,0.0151,1.0848,0.0145,0.1382,0.0048,0.0169,0.0,0.9037,0.0115,0.0616,0.0036,0.0513,0.326,0.0036,0.7334,0.0537,0.0767,0.0012,0.058,0.0326,0.2541,0.6845,0.0054,0.6314,0.0441,0.0054,1.0135
2024-03-23,0.0,0.0,0.0069,0.0882,0.0358,0.0,0.042,0.0007,0.0186,0.0034,0.0007,0.0,0.062,0.0,0.0,0.2261,0.0083,0.9228,0.0551,0.1578,0.0028,0.0124,0.0021,0.8567,0.0076,0.062,0.0124,0.0517,0.2998,0.0,0.6416,0.0455,0.113,0.0055,0.0524,0.0276,0.1068,0.6437,0.0028,0.7595,0.2398,0.0021,1.12
2024-03-24,0.0,0.0016,0.0057,0.1044,0.0729,0.0,0.0672,0.0081,0.0356,0.0008,0.0,0.0,0.0445,0.0008,0.0016,0.2696,0.0024,1.0104,0.0105,0.0996,0.0008,0.068,0.0024,0.7578,0.004,0.0534,0.0073,0.0381,0.0923,0.0073,0.638,0.0818,0.0615,0.0024,0.0364,0.0121,0.0834,0.4558,0.068,0.5465,0.2227,0.0008,0.8356
2024-03-25,0.0,0.0023,0.0096,0.1403,0.0304,0.0006,0.0918,0.1166,0.0197,0.0073,0.0,0.0017,0.0524,0.0039,0.0394,0.3465,0.0208,1.485,0.0152,0.3104,0.0006,0.0479,0.0023,1.3048,0.0214,0.0704,0.0062,0.0524,0.0456,0.0051,1.1194,0.071,0.08,0.0062,0.0901,0.0203,0.1927,0.5414,0.0023,0.7127,0.1989,0.0169,1.1087
2024-03-26,0.0,0.0006,0.0107,0.0823,0.0214,0.0045,0.079,0.4574,0.0203,0.0147,0.0039,0.0006,0.0485,0.0118,0.1912,0.3158,0.0417,1.1787,0.018,0.1258,0.0011,0.0389,0.0006,1.3637,0.0068,0.062,0.0056,0.0744,0.0536,0.0801,1.0789,0.0496,0.0868,0.0096,0.057,0.0226,0.0784,0.5493,0.0028,0.9193,0.0694,0.0338,1.4595
2024-03-27,0.0,0.0011,0.0225,0.0715,0.0231,0.0006,0.232,0.2636,0.0276,0.0068,0.0028,0.0,0.0434,0.0113,0.1391,0.2382,0.0293,1.0448,0.0068,0.067,0.0,0.0636,0.0011,1.0138,0.0163,0.0732,0.0039,0.0693,0.0569,0.0366,0.8026,0.0828,0.0552,0.0023,0.0513,0.0146,0.0952,0.4725,0.0,0.8076,0.0524,0.0118,1.256
2024-03-28,0.0,0.0026,0.0083,0.075,0.0177,0.0026,0.0641,0.1286,0.0333,0.0021,0.0005,0.0,0.1427,0.0156,0.062,0.2917,0.0193,1.513,0.0151,0.0703,0.0005,0.0365,0.0021,1.2911,0.0214,0.0807,0.0052,0.0781,0.024,0.025,1.0713,0.0948,0.0922,0.0047,0.0547,0.0219,0.149,0.7396,0.0021,1.0588,0.0781,0.0021,1.6666
2024-03-29,0.0,0.0016,0.0184,0.0474,0.02,0.0021,0.0916,0.1547,0.0326,0.0053,0.0016,0.0011,0.0542,0.0153,0.0574,0.3557,0.0089,1.2266,0.0068,0.1226,0.0011,0.0479,0.0011,1.0472,0.061,0.0663,0.0021,0.0973,0.0132,0.0247,0.8751,0.0968,0.0784,0.0116,0.0479,0.0142,0.1031,0.6741,0.0058,1.0382,0.0716,0.0021,1.5834
2024-03-30,0.0,0.0343,0.0069,0.0231,0.0506,0.0,0.0425,0.0574,0.0287,0.0025,0.0006,0.0006,0.0312,0.0087,0.0281,0.2092,0.0075,0.889,0.0069,0.0681,0.0125,0.045,0.0006,0.8747,0.015,0.04,0.0025,0.0468,0.0212,0.0119,0.6306,0.0743,0.0649,0.0187,0.03,0.0169,0.0462,0.4533,0.0012,0.9009,0.0662,0.0025,1.2886
2024-03-31,0.0,0.0133,0.0018,0.0356,0.0169,0.0,0.0311,0.0258,0.0365,0.0027,0.0,0.0,0.0276,0.0053,0.0107,0.1903,0.0329,0.6366,0.0107,0.0391,0.0,0.0649,0.0,0.5566,0.008,0.0587,0.0036,0.0311,0.0249,0.0062,0.4303,0.0685,0.1014,0.0098,0.0453,0.0142,0.0462,0.3094,0.0018,0.5566,0.0702,0.0,0.8393
2024-04-01,0.0,0.0028,0.0352,0.0742,0.0195,0.0006,0.0519,0.0653,0.0246,0.0033,0.0006,0.0022,0.058,0.024,0.0419,0.293,0.1066,0.9448,0.0273,0.1378,0.0625,0.1456,0.0173,0.8778,0.0268,0.0619,0.0033,0.0614,0.0195,0.0391,0.7121,0.1607,0.0681,0.0084,0.0407,0.0162,0.1189,0.4933,0.0017,0.7662,0.1613,0.0022,1.1646
2024-04-02,0.0,0.0058,0.018,0.0522,0.0255,0.0017,0.0389,0.1056,0.0284,0.0052,0.0,0.0163,0.0284,0.0035,0.0296,0.2014,0.0923,1.1609,0.0226,0.1091,0.1004,0.1196,0.0569,1.2079,0.1225,0.0528,0.0064,0.0958,0.0174,0.0203,1.0309,0.1695,0.076,0.0093,0.0459,0.0302,0.2653,0.5735,0.0058,0.7911,0.2478,0.0093,1.2566
2024-04-03,0.0,0.0015,0.0044,0.0445,0.0282,0.0059,0.082,0.0464,0.0267,0.003,0.0,0.0015,0.0637,0.0025,0.0084,0.2268,0.1887,1.2939,0.0361,0.0711,0.0296,0.0657,0.0474,1.249,0.0524,0.0687,0.004,0.0914,0.0099,0.0232,1.0494,0.1062,0.08,0.0054,0.0761,0.0336,0.1042,0.6749,0.002,1.0222,0.1052,0.0203,1.5024
2024-04-04,0.0,0.0,0.0046,0.0809,0.0222,0.0005,0.0601,0.0522,0.0291,0.0051,0.0,0.0005,0.0675,0.0018,0.0083,0.2431,0.0864,1.1391,0.0457,0.0998,0.0111,0.0434,0.0411,1.0277,0.0226,0.0721,0.0028,0.1474,0.0116,0.0139,0.871,0.1072,0.0901,0.0051,0.0665,0.0157,0.1317,0.5175,0.0009,0.8096,0.134,0.0023,1.1973
2024-04-05,0.0,0.0,0.0032,0.0452,0.0404,0.0005,0.0546,0.0504,0.0263,0.0021,0.0,0.0016,0.042,0.0026,0.0173,0.1853,0.0242,1.174,0.02,0.0877,0.021,0.0803,0.0357,0.996,0.02,0.0756,0.0058,0.0788,0.0105,0.0236,0.827,0.2814,0.0677,0.0016,0.0546,0.0284,0.0788,0.4337,0.0158,1.101,0.1649,0.0084,1.5852
2024-04-06,0.0,0.0,0.0011,0.1014,0.0245,0.0,0.0393,0.0655,0.033,0.0017,0.0006,0.0006,0.0171,0.0028,0.0427,0.2472,0.0239,1.0149,0.0501,0.1042,0.0108,0.0974,0.0382,0.8463,0.0097,0.049,0.0046,0.1111,0.0057,0.0216,0.737,0.2375,0.0712,0.0034,0.0365,0.0245,0.0518,0.6214,0.0131,0.9409,0.1475,0.0006,1.2968
2024-04-07,0.0,0.0014,0.0014,0.0149,0.0101,0.0,0.0324,0.0351,0.0209,0.0034,0.0,0.0007,0.0081,0.0068,0.0182,0.1547,0.0203,0.7805,0.0149,0.1034,0.0081,0.0581,0.0108,0.5609,0.002,0.0541,0.0041,0.0358,0.0041,0.0108,0.4669,0.121,0.0906,0.0169,0.0196,0.0169,0.0527,0.3669,0.0223,0.6399,0.0723,0.0,0.9467
2024-04-08,0.0,0.0005,0.016,0.0571,0.0118,0.0,0.0472,0.0231,0.0227,0.0038,0.0,0.0,0.0222,0.0033,0.0066,0.2091,0.0165,0.9431,0.0151,0.1284,0.016,0.0651,0.0113,0.9705,0.0132,0.0732,0.0047,0.0614,0.0033,0.0137,0.8279,0.0925,0.0472,0.0033,0.0609,0.0533,0.1204,0.5867,0.0123,0.7973,0.0954,0.0019,1.2004
2024-04-09,0.0,0.0011,0.0023,0.1178,0.0152,0.0028,0.0811,0.0248,0.0242,0.0056,0.0124,0.0,0.0468,0.0,0.0062,0.3803,0.0423,1.1562,0.0338,0.0834,0.0062,0.0417,0.0023,1.11,0.0344,0.093,0.0034,0.0997,0.0085,0.013,0.9371,0.071,0.0907,0.0051,0.0693,0.0507,0.1465,0.6919,0.0028,0.9404,0.0845,0.0,1.3591
2024-04-10,0.0,0.0018,0.0088,0.1638,0.0171,0.0,0.132,0.0183,0.0383,0.0083,0.0006,0.0,0.0407,0.0035,0.0106,0.4621,0.0206,1.2424,0.0183,0.2328,0.0189,0.0507,0.0065,1.2748,0.0754,0.0967,0.0065,0.1226,0.0083,0.01,1.0662,0.0613,0.0637,0.0053,0.0978,0.0424,0.0949,0.8464,0.0029,1.0544,0.1591,0.0189,1.7906
2024-04-11,0.0,0.0009,0.0052,0.114,0.0422,0.0,0.0845,0.0113,0.0225,0.0052,0.0009,0.0014,0.0479,0.0005,0.0028,0.3271,0.0394,1.0418,0.0094,0.0573,0.0371,0.0483,0.0375,0.9062,0.0436,0.0577,0.0052,0.0624,0.0375,0.0094,0.7447,0.0798,0.0535,0.0155,0.0699,0.0305,0.1234,0.6218,0.0145,0.7992,0.1192,0.0028,1.2746
2024-04-12,0.0,0.0032,0.0064,0.1474,0.023,0.0,0.0545,0.0048,0.0267,0.0064,0.0,0.0,0.0283,0.0005,0.0011,0.3195,0.0166,0.9771,0.016,0.0604,0.0641,0.078,0.0897,1.1224,0.0267,0.0732,0.0027,0.0721,0.008,0.0171,0.9066,0.1015,0.093,0.0069,0.0625,0.0246,0.2281,0.6763,0.0011,0.9434,0.1619,0.0027,1.4312
2024-04-13,0.0,0.0182,0.0019,0.1155,0.0571,0.0,0.0778,0.0069,0.0351,0.0025,0.0,0.0,0.0345,0.0013,0.0025,0.2554,0.0565,1.0279,0.1161,0.0477,0.1933,0.2052,0.2322,1.1358,0.0163,0.042,0.0038,0.0452,0.0063,0.0069,0.9802,0.2598,0.1148,0.005,0.0471,0.0163,0.1983,0.5447,0.0345,0.8904,0.3934,0.0031,1.3768
2024-04-14,0.0,0.0023,0.0,0.0501,0.0154,0.0,0.0617,0.0239,0.0262,0.0031,0.0,0.0,0.0154,0.0,0.0015,0.1426,0.0339,0.8272,0.1488,0.0316,0.5689,0.6892,0.6599,0.9922,0.0062,0.047,0.0069,0.0486,0.0039,0.0239,0.8758,0.7185,0.0894,0.0015,0.0278,0.0069,0.138,0.5512,0.0139,1.3769,0.9151,0.0355,1.8741
2024-04-15,0.0,0.0018,0.0071,0.0342,0.0301,0.0,0.1569,0.0454,0.0177,0.0047,0.0,0.0,0.0212,0.0271,0.0094,0.1457,0.0159,1.0302,0.0679,0.0413,0.2319,0.2047,0.2685,1.0638,0.0041,0.0525,0.0041,0.0502,0.0065,0.0136,0.8856,0.2148,0.0425,0.0142,0.0897,0.013,0.1192,0.4177,0.0266,0.8101,0.3617,0.0148,1.2025
2024-04-16,0.0,0.001,0.0025,0.0571,0.0223,0.0,0.1628,0.0174,0.0189,0.004,0.0,0.0,0.0705,0.0079,0.0045,0.1698,0.006,1.0674,0.0367,0.0774,0.0973,0.0879,0.0943,1.2089,0.0109,0.0665,0.0025,0.0909,0.0079,0.0035,1.0292,0.0914,0.0506,0.0025,0.0645,0.0437,0.1062,0.6345,0.0084,0.8519,0.1499,0.0089,1.2452
2024-04-17,0.0,0.0,0.0096,0.036,0.0276,0.0006,0.1302,0.0072,0.0288,0.0024,0.0,0.0,0.0312,0.0006,0.0018,0.1398,0.0108,1.2232,0.0384,0.1597,0.075,0.0948,0.0846,1.0323,0.0276,0.0672,0.0042,0.105,0.0024,0.0018,0.8463,0.1014,0.1158,0.0048,0.0768,0.0174,0.0978,0.8085,0.0054,0.7394,0.1506,0.0036,1.1716
2024-04-18,0.0,0.0005,0.0153,0.0292,0.0292,0.0,0.09,0.0143,0.0242,0.0049,0.0,0.0,0.0658,0.0,0.0,0.1434,0.0104,1.0403,0.0361,0.1073,0.0752,0.086,0.0653,1.1481,0.0158,0.0944,0.004,0.0905,0.0124,0.0475,0.9988,0.1325,0.0806,0.004,0.0791,0.0218,0.0638,0.7001,0.0064,0.8885,0.1745,0.0025,1.2193
2024-04-19,0.0,0.0,0.0062,0.0278,0.0526,0.0254,0.0916,0.0087,0.0149,0.0037,0.0006,0.0006,0.1163,0.0006,0.0025,0.2023,0.0074,1.1411,0.0885,0.0495,0.1764,0.1578,0.2661,1.3075,0.0068,0.0792,0.013,0.0563,0.0056,0.026,1.1101,0.1745,0.0724,0.0031,0.0705,0.0111,0.1238,0.5464,0.0105,0.8793,0.4523,0.0105,1.3651
2024-04-20,0.0,0.0,0.0038,0.0563,0.1011,0.0019,0.0992,0.007,0.0371,0.0026,0.0013,0.0,0.0614,0.0013,0.0038,0.2047,0.0102,1.1489,0.0083,0.0409,0.158,0.135,0.1599,1.36,0.0032,0.0678,0.0058,0.0614,0.0429,0.0083,1.1432,0.1292,0.0614,0.0032,0.0716,0.0224,0.1081,0.7664,0.0333,1.1131,0.181,0.0109,1.6351
2024-04-21,0.0,0.0,0.0,0.0438,0.0254,0.0018,0.092,0.0184,0.0307,0.0044,0.0009,0.0,0.0263,0.0018,0.0123,0.1726,0.0053,0.9035,0.0044,0.0473,0.078,0.0841,0.1542,0.8028,0.0035,0.0578,0.0009,0.0403,0.0131,0.0105,0.6976,0.0762,0.0508,0.0018,0.0552,0.0219,0.0859,0.6257,0.007,0.8142,0.1157,0.0131,1.0999
2024-04-22,0.0,0.0006,0.0084,0.0562,0.0245,0.0,0.1448,0.0128,0.0273,0.0089,0.0,0.0011,0.0501,0.0022,0.0033,0.1933,0.0072,1.3639,0.0067,0.0574,0.0546,0.1832,0.171,1.1963,0.0167,0.1108,0.0173,0.0635,0.005,0.0379,1.0509,0.2205,0.0457,0.005,0.0702,0.0262,0.0796,0.4745,0.01,0.8643,0.1916,0.0045,1.3171
2024-04-23,0.0,0.0018,0.0181,0.0526,0.0356,0.0,0.1174,0.0082,0.0204,0.0053,0.0,0.0,0.0666,0.0012,0.0041,0.212,0.014,1.2645,0.0146,0.0561,0.0432,0.0619,0.0596,1.0665,0.0099,0.0923,0.0047,0.0777,0.0625,0.0123,0.8936,0.0742,0.0368,0.0029,0.0602,0.0111,0.0824,0.4112,0.0216,0.6944,0.0753,0.0076,1.2055
2024-04-24,0.0,0.0027,0.0048,0.0769,0.0923,0.0011,0.1051,0.0149,0.0233,0.0011,0.0,0.0,0.0562,0.0016,0.0058,0.2552,0.1342,1.2713,0.0159,0.1242,0.0196,0.0578,0.0228,1.3827,0.0154,0.069,0.0037,0.0822,0.0101,0.017,1.1673,0.0488,0.052,0.0016,0.0722,0.0249,0.1677,0.6728,0.0074,1.2347,0.0504,0.0021,2.0067
2024-04-25,0.0,0.0011,0.0016,0.0858,0.0376,0.0,0.0874,0.0339,0.0318,0.0037,0.0,0.0011,0.2155,0.0005,0.0037,0.2859,0.09,1.459,0.0492,0.2033,0.0143,0.0296,0.0138,1.5453,0.0064,0.0678,0.0005,0.0831,0.0085,0.0053,1.2451,0.0503,0.0487,0.0021,0.0799,0.0254,0.198,0.486,0.0069,1.0651,0.0455,0.0058,1.6327
2024-04-26,0.0,0.0017,0.0058,0.0882,0.0325,0.0,0.0888,0.0087,0.0244,0.0035,0.0006,0.0012,0.083,0.0012,0.0023,0.3115,0.0656,1.3169,0.0313,0.1706,0.0122,0.069,0.0151,1.2879,0.0075,0.0853,0.0023,0.0685,0.0435,0.0035,1.0419,0.0998,0.0534,0.0029,0.105,0.0255,0.3075,0.3939,0.0528,0.8592,0.0551,0.0046,1.3587
2024-04-27,0.0,0.0007,0.0085,0.0705,0.1337,0.0039,0.0705,0.077,0.0437,0.0039,0.0,0.0,0.0189,0.0007,0.0698,0.2655,0.0346,0.9831,0.0333,0.3092,0.0144,0.0404,0.015,1.0236,0.0052,0.075,0.0046,0.0776,0.0033,0.0183,0.8526,0.0509,0.0313,0.0026,0.0528,0.0163,0.1057,0.4312,0.03,0.6817,0.0574,0.0046,1.0634
2024-04-28,0.0,0.0009,0.0038,0.0339,0.0528,0.0,0.0848,0.0528,0.0499,0.0038,0.0009,0.0,0.0254,0.0009,0.0424,0.1479,0.0122,0.8565,0.0132,0.2054,0.0104,0.0396,0.0132,0.8216,0.0141,0.0575,0.0009,0.0405,0.0057,0.0151,0.686,0.0481,0.0471,0.0038,0.0349,0.0188,0.0933,0.3288,0.0066,0.6746,0.0914,0.0075,0.9385
2024-04-29,0.0,0.0012,0.0133,0.0351,0.0236,0.0,0.1076,0.0726,0.0278,0.0097,0.0006,0.0018,0.0417,0.0042,0.0109,0.2165,0.0333,0.9198,0.0314,0.0816,0.0302,0.0314,0.0085,0.7728,0.0708,0.0653,0.0073,0.0732,0.0659,0.0169,0.5702,0.0895,0.0423,0.0079,0.0574,0.0169,0.0992,0.3538,0.0042,0.7849,0.0611,0.0121,1.2826
2024-04-30,0.0,0.0017,0.0194,0.0315,0.0232,0.0006,0.0757,0.0304,0.0481,0.01,0.0,0.0,0.0348,0.0017,0.0039,0.2084,0.047,1.0931,0.0227,0.0945,0.0083,0.0282,0.01,0.914,0.0802,0.0658,0.0033,0.0575,0.0144,0.0111,0.6922,0.0641,0.0387,0.0094,0.0719,0.0194,0.1299,0.5142,0.0166,0.8045,0.0387,0.0022,1.2612
2024-05-01,0.0,0.0056,0.0159,0.1228,0.0516,0.0009,0.1162,0.0131,0.0384,0.0056,0.0,0.0019,0.0272,0.0009,0.0019,0.3899,0.0844,1.4182,0.0225,0.0844,0.0075,0.0375,0.0094,1.4397,0.0234,0.0862,0.0028,0.1528,0.0103,0.0328,1.1707,0.0562,0.0694,0.0028,0.0844,0.0187,0.4359,0.9101,0.0075,1.1773,0.0478,0.0075,1.825
2024-05-02,0.0,0.0087,0.0044,0.101,0.0692,0.0187,0.0717,0.0175,0.0293,0.005,0.0,0.0,0.0305,0.0,0.0006,0.2506,0.0598,1.2841,0.0081,0.144,0.0062,0.0661,0.0031,1.2093,0.0187,0.0655,0.0037,0.0829,0.0717,0.0156,1.0011,0.043,0.063,0.0012,0.1184,0.0249,0.4638,0.9363,0.0131,1.1969,0.0592,0.0025,1.7074
2024-05-03,0.0,0.0056,0.012,0.0936,0.08,0.012,0.1184,0.0064,0.0416,0.0136,0.0,0.0008,0.0584,0.0008,0.0024,0.3511,0.0512,1.2308,0.0336,0.1072,0.0056,0.0304,0.0168,1.1748,0.0152,0.0584,0.0016,0.1991,0.0104,0.0192,0.9813,0.0488,0.048,0.0056,0.0704,0.0344,0.1919,0.5734,0.0456,0.9781,0.0416,0.0048,1.4627
2024-05-04,0.0,0.0208,0.0148,0.0215,0.0672,0.0013,0.0732,0.0054,0.0296,0.0047,0.0047,0.0007,0.0551,0.0007,0.0013,0.248,0.0477,1.0524,0.0121,0.1075,0.002,0.0128,0.004,0.8461,0.0087,0.0564,0.0034,0.1855,0.0101,0.0047,0.7023,0.0262,0.0417,0.0087,0.0605,0.0497,0.2245,0.3689,0.0249,0.5947,0.0249,0.0034,0.9301
2024-05-05,0.0,0.0517,0.0057,0.022,0.066,0.0,0.0488,0.0067,0.0306,0.0048,0.0,0.001,0.0584,0.0029,0.0029,0.3014,0.0191,0.797,0.0067,0.0842,0.0048,0.0258,0.0067,0.6947,0.0057,0.0689,0.0019,0.1541,0.0048,0.0048,0.5377,0.0517,0.0316,0.0038,0.045,0.0268,0.1253,0.3502,0.001,0.6105,0.023,0.001,0.8315
