datetime,hurricane ian_intensity,wordle_intensity,monkeypox_intensity,ukraine news_intensity,ukraine war_intensity,zelensky_intensity,chris rock_intensity,ukraine_intensity,washington commanders_intensity,kherson_intensity,brittney griner_intensity,hurricane ian tracker_intensity,ukraine russia_intensity,russia ukraine_intensity,putin_intensity,russian economy_intensity,will smith_intensity,recession_intensity,iphone 14_intensity,world cup_intensity,amber heard_intensity,johnny depp_intensity,russia_intensity,elon musk twitter_intensity,russia news_intensity,vladimir putin_intensity,abortion_intensity,tyrann mathieu_intensity,queen elizabeth_intensity,inflation_intensity,traductor_intensity,poland_intensity,supreme court_intensity,mega millions_intensity,kanye west_intensity,powerball numbers_intensity,elon musk_intensity,phillies_intensity,lauren boebert_intensity,student loan forgiveness_intensity,antonio brown_intensity,housing market_intensity,student loans_intensity,odell beckham jr_intensity,taiwan_intensity,real madrid_intensity,north korea_intensity,tom brady_intensity
2022-06-07,0.0,0.0027,0.0965,0.0039,0.1482,0.0373,0.0234,1.2696,0.0063,0.064,0.0373,0.0,0.1747,0.2856,0.3707,0.0081,0.0189,0.2501,0.0057,0.0586,0.2089,0.1759,1.2143,0.0472,0.0132,0.3054,0.4407,0.0012,0.2189,1.0017,0.0,0.1362,0.7068,0.0111,0.0526,0.0141,0.2104,0.0183,0.0051,0.0054,0.0006,0.0716,0.0171,0.0027,0.1407,0.006,0.144,0.0325
2022-06-08,0.0,0.0047,0.0784,0.0026,0.1889,0.0418,0.0126,1.2684,0.0193,0.1108,0.0491,0.0,0.2038,0.3105,0.3088,0.0053,0.0143,0.2237,0.0032,0.0459,0.1497,0.1582,1.1789,0.0044,0.0099,0.2658,0.6155,0.0012,0.1064,1.1371,0.0,0.0898,0.9108,0.005,0.1401,0.0006,0.0921,0.0322,0.0137,0.0058,0.0009,0.0594,0.0219,0.002,0.0965,0.0096,0.1257,0.0187
2022-06-09,0.0,0.0029,0.0593,0.0029,0.1911,0.0465,0.1008,1.15,0.0669,0.0605,0.0053,0.0,0.1353,0.2595,0.2841,0.0058,0.0313,0.2171,0.0058,0.0441,0.0561,0.1137,1.1518,0.0053,0.0357,0.2437,0.3601,0.0006,0.0386,1.0685,0.0,0.1435,0.643,0.0094,0.031,0.0012,0.114,0.0231,0.0129,0.0056,0.0,0.0646,0.0234,0.0023,0.1572,0.0114,0.0792,0.0178
2022-06-10,0.0,0.0022,0.1008,0.0052,0.2231,0.0398,0.0096,1.3853,0.0881,0.0321,0.0028,0.0,0.1387,0.2351,0.3584,0.0173,0.0182,0.4613,0.0025,0.0527,0.0493,0.0992,1.2339,0.0025,0.0274,0.2835,0.286,0.0012,0.1162,1.2962,0.0,0.1193,0.649,0.004,0.0099,0.0006,0.0493,0.0441,0.0111,0.0031,0.0009,0.0459,0.0139,0.0034,0.1405,0.0089,0.049,0.0077
2022-06-11,0.0,0.002,0.044,0.0015,0.1943,0.0554,0.0069,1.5121,0.0247,0.0583,0.0025,0.0,0.1711,0.273,0.3644,0.0104,0.0074,0.1904,0.003,0.046,0.0806,0.0984,1.4246,0.0005,0.0074,0.3096,0.3694,0.0015,0.0791,1.1309,0.0,0.0643,0.7551,0.0119,0.0079,0.0005,0.0608,0.0445,0.0109,0.0069,0.0005,0.0341,0.0213,0.001,0.1924,0.0208,0.1113,0.0114
2022-06-12,0.0,0.0032,0.0358,0.0005,0.2636,0.0572,0.0016,1.438,0.0155,0.1502,0.0198,0.0,0.1491,0.4095,0.2464,0.0069,0.0123,0.1288,0.0027,0.0326,0.0444,0.0545,1.3643,0.0005,0.0214,0.1978,0.2202,0.0011,0.0738,0.7126,0.0,0.1401,0.4164,0.0048,0.0289,0.0032,0.0321,0.0674,0.0139,0.0053,0.0005,0.0326,0.0128,0.0,0.2785,0.0112,0.0802,0.0069
2022-06-13,0.0003,0.001,0.0579,0.0233,0.1346,0.0498,0.0676,1.1696,0.0359,0.065,0.0081,0.0,0.0831,0.2032,0.2507,0.0049,0.1045,0.4675,0.0036,0.0579,0.1381,0.1546,0.9945,0.0006,0.0243,0.2061,0.2543,0.0006,0.1304,1.1453,0.0,0.0922,0.5536,0.0052,0.0197,0.0006,0.0793,0.033,0.0078,0.0042,0.0006,0.0524,0.0191,0.001,0.1653,0.0104,0.1349,0.0071
2022-06-14,0.0,0.0026,0.0646,0.0072,0.142,0.0441,0.0249,1.1737,0.0157,0.0226,0.06,0.0,0.0928,0.216,0.2162,0.0093,0.0304,0.5073,0.002,0.0939,0.1415,0.1403,1.0012,0.0026,0.0122,0.1429,0.4464,0.0003,0.102,1.3351,0.0,0.14,0.6319,0.0078,0.0252,0.1125,0.1391,0.0275,0.007,0.0107,0.0012,0.0707,0.0217,0.0078,0.1287,0.0075,0.0652,0.0107
2022-06-15,0.0,0.0029,0.0773,0.0054,0.131,0.0536,0.0328,1.3817,0.0197,0.0134,0.0799,0.0,0.0939,0.3526,0.3033,0.0245,0.0174,0.5923,0.0006,0.0699,0.0893,0.1261,1.2664,0.0017,0.0049,0.2522,0.4616,0.0029,0.0534,1.586,0.0,0.1994,0.7749,0.0057,0.0154,0.0331,0.0922,0.0297,0.018,0.004,0.0009,0.0907,0.0245,0.0034,0.1073,0.0054,0.0257,0.0208
2022-06-16,0.0,0.0018,0.0567,0.0026,0.1709,0.059,0.0304,1.3806,0.0114,0.0298,0.0318,0.0,0.0733,0.2758,0.3623,0.0073,0.1625,0.5949,0.0009,0.0879,0.0798,0.0786,1.2488,0.0263,0.0064,0.2901,0.3392,0.0032,0.024,1.3064,0.0,0.2045,0.7091,0.0079,0.1213,0.0105,0.1832,0.0316,0.0117,0.0053,0.0012,0.1028,0.0529,0.0015,0.189,0.0117,0.09,0.0348
2022-06-17,0.0,0.0021,0.0498,0.0027,0.1069,0.0565,0.0281,1.3205,0.0165,0.0226,0.0202,0.0,0.0788,0.1826,0.3737,0.0482,0.0281,0.4788,0.0021,0.1444,0.0562,0.0553,1.1914,0.0195,0.0021,0.2956,0.3328,0.0006,0.022,1.1056,0.0,0.1481,1.0054,0.0018,0.076,0.0162,0.167,0.0235,0.0107,0.0217,0.0012,0.0656,0.0479,0.0018,0.2455,0.0076,0.0986,0.0837
2022-06-18,0.0,0.0039,0.0354,0.002,0.0796,0.057,0.0039,0.881,0.0221,0.0054,0.0083,0.0,0.138,0.1979,0.2765,0.0206,0.0133,0.2058,0.002,0.0525,0.0432,0.0422,0.7749,0.0025,0.002,0.2249,0.191,0.0005,0.0398,0.9512,0.0,0.1213,0.6389,0.0054,0.1031,0.0123,0.1031,0.0525,0.0368,0.0177,0.0005,0.0923,0.0329,0.001,0.0771,0.0147,0.0226,0.0128
2022-06-19,0.0,0.0042,0.0502,0.0016,0.0408,0.0517,0.0021,1.1462,0.0057,0.0125,0.0047,0.0,0.0982,0.1792,0.3479,0.0037,0.0099,0.2503,0.0005,0.0293,0.0094,0.0486,0.8422,0.001,0.0167,0.2863,0.2612,0.0,0.0434,0.9524,0.0,0.0768,0.4629,0.0089,0.1076,0.0042,0.0455,0.0653,0.0115,0.0031,0.001,0.0329,0.0115,0.0021,0.1416,0.0037,0.0402,0.0115
2022-06-20,0.0,0.0093,0.0359,0.0017,0.0918,0.0476,0.0037,1.1214,0.0053,0.0096,0.0146,0.0,0.1011,0.2724,0.2351,0.0076,0.007,0.3316,0.0033,0.0323,0.0283,0.0303,1.0077,0.0013,0.0083,0.1563,0.1413,0.0007,0.1014,0.9455,0.0,0.1553,0.443,0.004,0.0858,0.0253,0.0732,0.0426,0.0057,0.004,0.0003,0.0432,0.0166,0.0017,0.126,0.0103,0.0289,0.0053
2022-06-21,0.0,0.0085,0.0535,0.0063,0.0913,0.0432,0.003,1.2775,0.0042,0.0157,0.055,0.0,0.0647,0.2537,0.2694,0.0097,0.0109,0.3459,0.0015,0.0423,0.0417,0.0444,1.1348,0.0067,0.0039,0.1584,0.2449,0.0009,0.088,1.0008,0.0,0.1899,0.7429,0.0079,0.1321,0.1479,0.1805,0.02,0.0076,0.0272,0.0018,0.0825,0.0423,0.0,0.1333,0.0054,0.1206,0.0251
2022-06-22,0.0,0.0029,0.0415,0.0012,0.0769,0.0436,0.0076,1.3874,0.0652,0.0216,0.0401,0.0,0.0851,0.207,0.2827,0.0047,0.0228,0.4368,0.0018,0.0474,0.0225,0.0228,1.1777,0.0026,0.0056,0.2096,0.4023,0.0009,0.0433,1.2567,0.0,0.1877,0.762,0.0032,0.0579,0.0123,0.1149,0.0289,0.0108,0.0134,0.0041,0.0722,0.0307,0.0018,0.1,0.0035,0.036,0.0731
2022-06-23,0.0,0.0032,0.1332,0.0038,0.0993,0.0383,0.0038,1.2341,0.0259,0.0245,0.0259,0.0,0.099,0.2452,0.399,0.0091,0.0162,0.4423,0.0035,0.0672,0.0218,0.0407,1.1493,0.0006,0.0044,0.3345,0.4202,0.0006,0.0333,1.0918,0.0,0.1627,1.2786,0.0065,0.0295,0.01,0.0828,0.0283,0.0115,0.0136,0.0018,0.0707,0.0578,0.0015,0.1099,0.0062,0.0457,0.015
2022-06-24,0.0,0.0028,0.0722,0.0041,0.1003,0.0403,0.0034,1.1251,0.0097,0.0406,0.0056,0.0,0.0931,0.2347,0.2594,0.0078,0.0484,0.4028,0.0016,0.0519,0.0506,0.0544,1.0173,0.0009,0.0075,0.2019,3.6127,0.0,0.0684,0.9372,0.0,0.1503,4.3175,0.0056,0.0144,0.025,0.0563,0.0369,0.0178,0.0134,0.0006,0.0716,0.0388,0.0009,0.1272,0.0044,0.0788,0.0088
2022-06-25,0.0,0.0025,0.1188,0.001,0.1345,0.0628,0.002,0.9791,0.0029,0.0609,0.0049,0.0,0.0555,0.1791,0.3053,0.0049,0.082,0.2179,0.0029,0.079,0.0206,0.0294,0.9433,0.001,0.0609,0.2248,3.8697,0.0005,0.0515,0.7715,0.0,0.1934,4.4459,0.0088,0.0108,0.0108,0.0314,0.0427,0.0152,0.0029,0.001,0.0226,0.0133,0.001,0.1143,0.0245,0.0339,0.0098
2022-06-26,0.0,0.0022,0.1184,0.0044,0.2673,0.0633,0.0027,1.4367,0.006,0.0207,0.0251,0.0,0.3049,0.2045,0.8095,0.0693,0.0584,0.2247,0.0055,0.042,0.1075,0.1315,1.4095,0.0,0.1031,0.57,2.34,0.0005,0.0545,1.0249,0.0,0.1833,2.5495,0.0065,0.0616,0.0071,0.0224,0.0698,0.0153,0.0022,0.0016,0.0218,0.0136,0.0005,0.0671,0.0164,0.0191,0.006
2022-06-27,0.0,0.0016,0.0768,0.0062,0.189,0.0872,0.0078,1.4689,0.0062,0.0068,0.1151,0.0,0.1705,0.2622,0.5562,0.0839,0.0425,0.2904,0.0052,0.0344,0.0723,0.0784,1.5143,0.0019,0.0117,0.4382,2.0283,0.0013,0.0515,0.9821,0.0,0.1209,2.5301,0.0029,0.1335,0.0156,0.0373,0.0399,0.0425,0.0042,0.0,0.0444,0.0272,0.0019,0.1037,0.0182,0.0444,0.0062
2022-06-28,0.0,0.0024,0.0632,0.0086,0.0974,0.0828,0.003,1.2093,0.0533,0.0128,0.0542,0.0,0.0825,0.23,0.4135,0.0524,0.0146,0.3221,0.0045,0.0462,0.0381,0.0554,1.2227,0.0012,0.0074,0.2935,1.8898,0.0012,0.0292,0.9108,0.0,0.0938,2.1812,0.0033,0.0361,0.0125,0.0536,0.0325,0.0667,0.0122,0.0003,0.0495,0.034,0.0018,0.1388,0.0238,0.0638,0.0066
2022-06-29,0.0,0.0021,0.1665,0.0032,0.1426,0.0533,0.005,1.2983,0.0162,0.0215,0.005,0.0,0.0704,0.2593,0.4086,0.0112,0.0112,0.4127,0.005,0.0468,0.0327,0.0398,1.2577,0.0009,0.0041,0.327,1.7037,0.0012,0.0088,1.0635,0.0,0.3718,2.1639,0.0074,0.02,0.0053,0.0781,0.0442,0.1367,0.0035,0.0006,0.0784,0.0209,0.0006,0.1102,0.0118,0.124,0.0186
2022-06-30,0.0,0.0113,0.0789,0.0006,0.0737,0.0396,0.004,1.3123,0.0043,0.0147,0.0066,0.0,0.0858,0.1861,0.4717,0.0098,0.0301,0.4688,0.0026,0.0474,0.0156,0.0191,1.3614,0.0009,0.0012,0.3856,1.5034,0.0012,0.0506,1.0487,0.0,0.2093,2.5327,0.0092,0.0468,0.0061,0.0434,0.0442,0.0231,0.0023,0.0014,0.0584,0.0104,0.0023,0.1,0.0043,0.048,0.039
2022-07-01,0.0,0.0054,0.1208,0.0041,0.1116,0.0426,0.0022,1.213,0.0035,0.0385,0.1691,0.0,0.0782,0.2252,0.4371,0.0271,0.0082,0.3466,0.0044,0.1104,0.0076,0.017,1.1487,0.0009,0.0038,0.3886,1.3307,0.0019,0.0287,1.0604,0.0,0.112,2.0365,0.0022,0.1006,0.0183,0.053,0.0565,0.0369,0.0044,0.0356,0.0388,0.0142,0.0013,0.0943,0.0104,0.0735,0.0684
2022-07-02,0.0,0.0047,0.1745,0.0047,0.1525,0.0376,0.0047,0.9377,0.0037,0.0136,0.047,0.0,0.0585,0.21,0.2622,0.0037,0.0089,0.2461,0.0042,0.059,0.0099,0.0151,0.8865,0.0031,0.0104,0.2231,1.3948,0.0016,0.012,0.6368,0.0,0.0993,1.9057,0.0057,0.0575,0.0125,0.0977,0.0533,0.0099,0.0037,0.0157,0.0266,0.0089,0.0031,0.1269,0.0104,0.0199,0.0266
2022-07-03,0.0,0.0034,0.0336,0.0091,0.1624,0.094,0.0023,1.0649,0.0046,0.008,0.0137,0.0,0.1812,0.2524,0.4433,0.0068,0.049,0.1436,0.0017,0.061,0.0171,0.0177,1.0319,0.0,0.0068,0.4062,1.2752,0.0,0.0211,0.5629,0.0,0.1447,1.5418,0.0057,0.0188,0.004,0.0484,0.0547,0.008,0.0011,0.0006,0.0387,0.0074,0.008,0.135,0.0063,0.1214,0.0382
2022-07-04,0.0,0.0018,0.0258,0.004,0.1182,0.0409,0.0026,0.8184,0.0033,0.0173,0.0409,0.0,0.116,0.1694,0.2621,0.0048,0.0081,0.3067,0.0048,0.0357,0.049,0.0556,0.867,0.0018,0.0026,0.2161,0.6646,0.0007,0.0357,0.5836,0.0,0.0865,0.9079,0.0029,0.0202,0.0217,0.0364,0.0361,0.007,0.0015,0.0007,0.018,0.0063,0.0033,0.1138,0.0044,0.0387,0.035
2022-07-05,0.0,0.0035,0.0485,0.0051,0.1333,0.0354,0.0137,1.0047,0.0057,0.0903,0.1687,0.0,0.1037,0.2284,0.2347,0.0092,0.0233,0.4344,0.0045,0.0482,0.0258,0.0255,1.0187,0.001,0.007,0.1933,0.9645,0.0013,0.0099,0.8882,0.0,0.0903,1.2828,0.0054,0.036,0.0169,0.0612,0.0236,0.0057,0.0035,0.0006,0.0631,0.0153,0.0013,0.097,0.0083,0.0217,0.0188
2022-07-06,0.0,0.0018,0.0939,0.0009,0.1031,0.0205,0.0554,1.0944,0.0095,0.0217,0.1141,0.0,0.0872,0.2285,0.3352,0.0034,0.0113,0.482,0.0052,0.0584,0.0101,0.011,1.1283,0.0012,0.0018,0.2676,0.7224,0.0015,0.0135,0.9503,0.0,0.1278,1.2302,0.0086,0.1067,0.0086,0.0505,0.034,0.0089,0.0263,0.0021,0.0734,0.0789,0.0086,0.1364,0.0031,0.0431,0.0379
2022-07-07,0.0,0.0021,0.1006,0.0036,0.1238,0.0438,0.0293,1.429,0.0057,0.0193,0.3168,0.0,0.1,0.2872,0.3208,0.0072,0.0272,0.4244,0.003,0.151,0.0365,0.0368,1.3341,0.0036,0.016,0.2531,0.6902,0.0024,0.0822,1.0928,0.0,0.1386,1.0451,0.0042,0.0347,0.0082,0.1676,0.023,0.0054,0.0045,0.0003,0.0837,0.0202,0.0042,0.1408,0.0063,0.0731,0.0317
2022-07-08,0.0,0.0019,0.0862,0.0022,0.1791,0.0491,0.0044,1.1893,0.0095,0.0314,0.1325,0.0,0.0834,0.2,0.3693,0.0231,0.0079,0.5414,0.0035,0.0894,0.0222,0.0244,1.4298,0.0108,0.0067,0.2916,1.1902,0.001,0.0184,0.9931,0.0,0.1005,1.5944,0.0035,0.0542,0.0076,0.2552,0.0339,0.0035,0.0041,0.0006,0.0672,0.0181,0.0,0.3128,0.0063,0.3182,0.0155
2022-07-09,0.0,0.0041,0.0819,0.0036,0.1936,0.035,0.0026,1.1613,0.0021,0.0855,0.1179,0.0,0.0917,0.2966,0.2173,0.0072,0.0505,0.2117,0.0046,0.0412,0.0623,0.0669,1.1788,0.0273,0.0494,0.171,0.7014,0.001,0.051,0.6973,0.0,0.0948,1.0114,0.0057,0.0144,0.0118,0.4758,0.0659,0.0057,0.0021,0.0,0.0309,0.0165,0.0031,0.2312,0.0067,0.1128,0.0067
2022-07-10,0.0,0.0053,0.0347,0.0041,0.1423,0.0294,0.0082,1.2587,0.0029,0.05,0.0629,0.0,0.07,0.2322,0.2716,0.0059,0.0341,0.2263,0.0024,0.0482,0.0464,0.0553,1.3445,0.0135,0.0112,0.2193,0.6484,0.0006,0.017,0.6326,0.0,0.0747,0.8454,0.0071,0.0053,0.0041,0.1117,0.0417,0.01,0.0024,0.0006,0.0206,0.01,0.0006,0.1264,0.0059,0.2569,0.0047
2022-07-11,0.0,0.0041,0.0832,0.001,0.0756,0.0361,0.0031,1.0252,0.055,0.1031,0.0681,0.0,0.0333,0.2114,0.2513,0.0058,0.0162,0.3902,0.0024,0.0437,0.1399,0.1406,1.0706,0.023,0.0034,0.1912,0.8451,0.0021,0.0158,0.8557,0.0,0.1224,1.0555,0.0065,0.0774,0.0512,0.2596,0.0378,0.0065,0.0058,0.0017,0.0581,0.0168,0.0003,0.1038,0.0069,0.0612,0.0168
2022-07-12,0.0,0.009,0.1344,0.0034,0.1039,0.0214,0.0853,1.1021,0.0074,0.0742,0.0261,0.0,0.0478,0.2076,0.2755,0.0071,0.0949,0.381,0.0012,0.0422,0.081,0.0841,1.126,0.018,0.0354,0.2343,0.8105,0.0006,0.0509,1.1046,0.0,0.1179,1.0323,0.0053,0.027,0.0127,0.2423,0.0437,0.0109,0.0031,0.0003,0.0441,0.0112,0.0,0.1797,0.0096,0.058,0.0515
2022-07-13,0.0,0.0113,0.0961,0.0031,0.1376,0.0333,0.0314,1.2057,0.0519,0.0809,0.0473,0.0,0.0854,0.2493,0.2777,0.0345,0.0378,0.5798,0.0031,0.0366,0.1096,0.1099,1.16,0.0204,0.0751,0.224,0.7431,0.0003,0.0293,1.4841,0.0,0.1614,0.965,0.0119,0.047,0.0031,0.289,0.0391,0.0165,0.004,0.0012,0.0818,0.0198,0.0021,0.1685,0.0201,0.0421,0.0177
2022-07-14,0.0,0.0222,0.1411,0.0052,0.1709,0.0291,0.02,1.1903,0.0203,0.0589,0.1533,0.0,0.1302,0.2722,0.3214,0.0085,0.0364,0.5132,0.0046,0.0379,0.0334,0.034,1.254,0.024,0.0112,0.2516,0.7869,0.003,0.0161,1.4616,0.0,0.1824,1.0394,0.0173,0.0252,0.0058,0.149,0.0416,0.0137,0.0058,0.0006,0.0728,0.0203,0.0012,0.1472,0.0049,0.0552,0.0722
2022-07-15,0.0,0.0942,0.1814,0.0045,0.0846,0.0246,0.0121,1.1262,0.0061,0.0224,0.1169,0.0,0.0728,0.1935,0.3037,0.0051,0.0332,0.4205,0.0022,0.0524,0.0073,0.014,1.1511,0.0054,0.0172,0.2382,1.0163,0.0042,0.0096,1.4353,0.0,0.1159,1.1118,0.0169,0.031,0.0265,0.0923,0.0278,0.0102,0.0029,0.001,0.0527,0.0185,0.0006,0.1558,0.0038,0.0441,0.0421
2022-07-16,0.0,0.0528,0.1876,0.0046,0.0554,0.0246,0.0062,1.2339,0.0051,0.0154,0.0215,0.0,0.0718,0.2117,0.1774,0.0046,0.0374,0.2589,0.0015,0.0636,0.0046,0.0082,1.3497,0.0051,0.0026,0.1292,0.6987,0.0021,0.0507,0.9494,0.0,0.0912,1.0601,0.0297,0.0077,0.0236,0.1087,0.0943,0.0051,0.0021,0.0015,0.0297,0.0174,0.0021,0.0836,0.0123,0.0297,0.0097
2022-07-17,0.0,0.0063,0.0612,0.0023,0.0509,0.04,0.012,1.0712,0.0029,0.1401,0.0103,0.0,0.0846,0.1824,0.2047,0.0034,0.0154,0.183,0.0011,0.0463,0.0057,0.0063,0.9637,0.0029,0.0023,0.1704,0.5771,0.0011,0.0618,0.7784,0.0,0.0738,0.8436,0.0252,0.0663,0.0034,0.0698,0.0658,0.0109,0.0023,0.0006,0.0337,0.0109,0.0011,0.1201,0.0051,0.0132,0.0063
2022-07-18,0.0,0.004,0.0835,0.002,0.0842,0.0512,0.0074,1.0097,0.0024,0.0505,0.0212,0.0,0.0657,0.1572,0.2515,0.0492,0.0253,0.4289,0.002,0.0286,0.0081,0.0131,0.977,0.0024,0.001,0.2033,0.5717,0.0007,0.0205,1.0332,0.0,0.1774,0.7609,0.0172,0.0737,0.0313,0.0956,0.0441,0.0084,0.0024,0.0007,0.0916,0.0152,0.0017,0.1148,0.0091,0.0421,0.0074
2022-07-19,0.0,0.0065,0.1085,0.0022,0.0656,0.0419,0.0243,0.9785,0.0059,0.0391,0.0379,0.0,0.0706,0.2117,0.3517,0.0068,0.0108,0.3788,0.0022,0.0321,0.0028,0.0077,1.0041,0.0219,0.0031,0.3042,0.8627,0.0009,0.0333,1.2014,0.0,0.0814,1.0614,0.012,0.0561,0.008,0.1939,0.037,0.0166,0.0046,0.0022,0.0644,0.0188,0.0009,0.1199,0.0049,0.1251,0.0148
2022-07-20,0.0,0.0028,0.0843,0.0025,0.0681,0.0402,0.0052,1.1602,0.0037,0.1101,0.0181,0.0,0.1543,0.2567,0.3898,0.0037,0.0086,0.3775,0.0015,0.0319,0.0178,0.015,1.0771,0.0046,0.0098,0.3061,0.8155,0.0025,0.0963,1.358,0.0,0.1291,1.1596,0.0687,0.061,0.0064,0.1392,0.0138,0.0067,0.0025,0.0012,0.0889,0.0166,0.0015,0.1573,0.008,0.0466,0.0163
2022-07-21,0.0,0.0034,0.1401,0.0021,0.0636,0.0333,0.0031,1.265,0.0046,0.0948,0.0541,0.0,0.0939,0.2811,0.4325,0.008,0.0107,0.3826,0.0009,0.0303,0.0866,0.0878,1.2179,0.0018,0.0046,0.3606,0.8597,0.0012,0.0581,1.2726,0.0,0.174,1.0922,0.0453,0.0823,0.0028,0.1187,0.0128,0.0101,0.0046,0.0006,0.0771,0.0391,0.0031,0.1447,0.0076,0.0257,0.0232
2022-07-22,0.0,0.002,0.2681,0.002,0.0987,0.0276,0.0053,1.0216,0.0076,0.0523,0.0112,0.0,0.1467,0.2921,0.2447,0.0105,0.0178,0.3292,0.0023,0.0335,0.0316,0.0322,0.9496,0.0056,0.0016,0.1993,0.7401,0.001,0.0993,0.9552,0.0,0.1141,1.018,0.0562,0.0181,0.0079,0.1122,0.0187,0.0046,0.001,0.001,0.0487,0.0289,0.0013,0.1316,0.0043,0.076,0.0115
2022-07-23,0.0,0.0027,0.6498,0.0032,0.1015,0.0372,0.0011,0.8778,0.0085,0.1323,0.0069,0.0,0.2131,0.2391,0.2896,0.0058,0.0313,0.1881,0.0027,0.0234,0.0521,0.0696,0.9012,0.0005,0.009,0.2173,0.5473,0.0032,0.0638,0.7178,0.0,0.0994,0.6987,0.0919,0.0776,0.0128,0.0808,0.0462,0.0064,0.0027,0.0404,0.0329,0.0043,0.0032,0.0887,0.0154,0.0414,0.0223
2022-07-24,0.0,0.0048,0.2758,0.0042,0.0552,0.0414,0.0222,0.7542,0.0072,0.0911,0.0042,0.0,0.0564,0.2506,0.2572,0.0012,0.0084,0.2332,0.0012,0.0288,0.1307,0.1319,0.7644,0.0006,0.0048,0.2236,0.5228,0.0036,0.0156,0.6139,0.0,0.0989,0.7578,0.0174,0.0468,0.0084,0.0624,0.0671,0.0102,0.0006,0.0036,0.0546,0.0072,0.0042,0.2428,0.0258,0.0198,0.015
2022-07-25,0.0,0.0038,0.2069,0.0014,0.115,0.0323,0.0113,0.9286,0.0106,0.0487,0.0336,0.0,0.1187,0.2828,0.2351,0.0038,0.01,0.5947,0.0072,0.0223,0.022,0.0278,0.9012,0.0007,0.0024,0.2018,0.6411,0.0041,0.0096,1.1037,0.0,0.1026,0.7711,0.1098,0.0278,0.0216,0.1266,0.0693,0.0075,0.0045,0.0007,0.0947,0.0151,0.0014,0.1448,0.0069,0.0532,0.0154
2022-07-26,0.0,0.0022,0.2175,0.0009,0.0857,0.058,0.0284,1.0439,0.0081,0.0617,0.0982,0.0,0.0913,0.1929,0.3365,0.0087,0.0299,0.5335,0.0022,0.0499,0.0097,0.0103,1.1271,0.0009,0.0028,0.2935,0.6964,0.0087,0.067,1.2919,0.0,0.114,0.774,0.2153,0.0446,0.0093,0.1359,0.0358,0.0109,0.0069,0.0037,0.0667,0.0274,0.0012,0.1857,0.0041,0.0442,0.0695
2022-07-27,0.0,0.0018,0.2929,0.0015,0.1093,0.0669,0.0111,1.1705,0.0064,0.0783,0.2039,0.0,0.0881,0.2496,0.2324,0.0212,0.0243,0.6285,0.0031,0.0286,0.0025,0.0061,1.2095,0.0009,0.0031,0.167,0.6374,0.0071,0.0252,1.5693,0.0,0.1244,0.6746,0.2831,0.0654,0.0025,0.0897,0.0292,0.0092,0.0104,0.0015,0.1412,0.0461,0.0046,0.2905,0.004,0.066,0.0488
2022-07-28,0.0,0.0043,0.2931,0.0009,0.0987,0.0312,0.016,1.1526,0.0154,0.145,0.2237,0.0,0.0824,0.2011,0.1919,0.0059,0.0213,1.0422,0.0046,0.0589,0.0185,0.0213,1.2303,0.0006,0.0012,0.1419,0.5584,0.0015,0.029,1.9304,0.0,0.1333,0.8379,0.1789,0.0296,0.0049,0.0413,0.0299,0.0096,0.0068,0.0034,0.1515,0.0376,0.0012,0.4085,0.0034,0.116,0.021
2022-07-29,0.0,0.0023,0.4218,0.0016,0.1514,0.0323,0.1794,1.2812,0.0722,0.0613,0.2589,0.0,0.1273,0.3295,0.2665,0.0053,0.2031,0.8426,0.0043,0.0307,0.0139,0.0224,1.3013,0.0046,0.0033,0.2312,0.6767,0.003,0.066,1.5487,0.0,0.1158,0.8465,0.3281,0.0063,0.0175,0.0491,0.0241,0.0066,0.0049,0.001,0.0758,0.0406,0.004,0.4218,0.004,0.0745,0.0234
2022-07-30,0.0,0.0043,0.4886,0.0027,0.1686,0.0359,0.0348,1.1827,0.0225,0.0808,0.1397,0.0,0.1937,0.3174,0.2103,0.0075,0.0578,0.456,0.0064,0.0257,0.0209,0.0252,1.095,0.0096,0.0016,0.1638,0.731,0.0021,0.0086,1.1169,0.0,0.1905,0.9344,0.6128,0.1226,0.03,0.0846,0.0359,0.0118,0.0032,0.0005,0.0332,0.0359,0.0005,0.2927,0.0102,0.1408,0.0246
2022-07-31,0.0,0.0047,0.3825,0.0006,0.0943,0.0605,0.0273,0.8966,0.0071,0.0463,0.0291,0.0,0.1139,0.0973,0.268,0.003,0.1328,0.3078,0.0018,0.064,0.0006,0.0006,0.8361,0.0006,0.0059,0.2253,0.4531,0.003,0.0196,0.8172,0.0,0.1886,0.5064,0.2698,0.0107,0.0065,0.0249,0.0474,0.0083,0.0024,0.0006,0.0279,0.0166,0.0059,0.341,0.0119,0.0551,0.0095
2022-08-01,0.0,0.0045,0.2212,0.0017,0.1177,0.0376,0.0237,1.1268,0.062,0.0839,0.0547,0.0,0.1324,0.2623,0.2316,0.0056,0.0435,0.4117,0.0042,0.085,0.0927,0.0927,1.0219,0.0024,0.0045,0.1856,0.4922,0.001,0.0195,1.0045,0.0,0.1111,0.6092,0.1191,0.0181,0.0397,0.0449,0.0265,0.0045,0.0038,0.0021,0.0491,0.0216,0.0049,0.4242,0.0038,0.0641,0.0679
